id_bgl,t_score,u_score,p_t,p_u,delta
384,5.957615320361408,93.5,1.4653708092630041e-05,0.003467193190765815,51.54446082293942
388,,,,1.0,0.0
392,5.746336978723931,91.5,9.476720322890176e-06,0.005319686062957794,23.191115846272776
398,1.197701761318333,70.5,0.2858595944677081,0.17398281795260206,2.3871273916245705
400,2.670733139479559,87.5,0.04133526858314563,0.011899644584157432,45.2316178035206
404,0.47057022456492814,57.5,0.651238212866714,0.6341948173294822,3.503786180591794
408,0.7745310797239563,66.5,0.47424382820104993,0.27676572286017653,6.0978127703375264
410,0.7856040625765017,65.5,0.4631073069949906,0.307900293130149,3.728813562760876
414,,,,1.0,0.0
417,0.6600955235628566,62.5,0.5372266912508201,0.4146659024229229,2.0415024536436897
418,4.0139352481427295,81.5,0.0005543210018893987,0.035095797419284286,29.5305808196857
422,0.2961617026662626,67.5,0.7726430592581818,0.24784912392821346,2.999819082900872
426,2.8347023668988043,84.5,0.023478938063145594,0.020822974945909827,54.73652479263057
428,2.6342448903463813,80.5,0.03364697399340555,0.04142253879330133,18.6805299720758
430,3.8646426751829157,87.5,0.0026219562091223717,0.011899644584157432,49.07931271622738
434,0.9577666468512597,64.5,0.3781646568439127,0.3412684763150512,23.260711650051512
438,,,,1.0,0.0
440,4.372306996255667,84.5,0.0002920707213384949,0.020822974945909827,19.397185551944098
442,1.895944597854101,85.5,0.12496850505921261,0.017352389190761427,51.063341991276154
446,,,,1.0,0.0
450,3.7051163171855204,84.5,0.003636463897980976,0.020822974945909827,18.478937288791997
454,,,,1.0,0.0
458,2.2403177038840036,76.5,0.04477370683143504,0.0771659313616824,174.53223237666103
462,,,,1.0,0.0
466,-2.670670577411863,-25.5,0.013760164706559583,0.10280164223951978,-3.330367751847575
470,,,,1.0,0.0
474,5.250236849346247,85.5,2.844362115813495e-05,0.017352389190761427,73.81341677390226
478,1.5711468207740935,74.5,0.16757756756884223,0.10280164223951978,23.833390909819666
480,,,,1.0,0.0
484,-0.511129376308401,-51.5,0.6146620616828173,0.9458048585528951,-0.2110469999022127
492,,,,1.0,0.0
496,1.4896677138190437,65.5,0.15946919251925384,0.307900293130149,3.908169592116005
498,1.1274551120687972,66.5,0.2965936242661283,0.27676572286017653,17.104023185076812
499,0.9104529042975545,64.5,0.38840440497993445,0.3412684763150512,4.83526524000054
500,,,,1.0,0.0
504,1.7848537577756611,75.5,0.1100233119330111,0.08924454710859073,17.77020703154476
508,3.6792222245155637,81.5,0.0018529475309962597,0.035095797419284286,59.543440262701466
512,2.114962798355416,88.5,0.049595178103535316,0.0035385529761914935,6.732771925744598e+16
516,3.0017466335607326,86.5,0.02250807786421714,0.014399864726701132,54.462630547652545
520,,,,1.0,0.0
524,-2.640567658013858,-21.5,0.016173673993131833,0.05680720684764907,-5.490405095775248
528,5.310809306531306,94.5,0.0006350095960205938,0.002781224934389138,90.15385634408038
531,,,,1.0,0.0
533,,,,1.0,0.0
534,,,,1.0,0.0
540,,,,1.0,0.0
548,,,,1.0,0.0
554,-1.5224140282200578,-27.5,0.15832790631391636,0.13479216155813392,-5.796926435325054
558,1.9072960619372565,70.5,0.0848427535472864,0.17398281795260206,15.589480935832684
562,,,,1.0,0.0
566,-1.6494236742104273,-27.5,0.1210824946565606,0.13479216155813392,-1.8424022269829983
570,,,,1.0,0.0
574,,,,1.0,0.0
578,6.517696697901888,93.5,3.517106836315331e-06,0.003467193190765815,117.79930194901284
580,,,,1.0,0.0
583,,,,1.0,0.0
584,,,,1.0,0.0
585,,,,1.0,0.0
586,0.8454372588754961,57.5,0.4253213995679548,0.6341948173294822,0.9799023617147894
591,3.333064819028092,77.5,0.00289652977414503,0.06645414979996266,12.929434272690868
598,1.7093097124230918,82.5,0.13839780744280647,0.029613094352645416,47.997224470637036
600,-2.8718835326249623,-19.5,0.01408152847534878,0.04142253879330133,-31.499305012230817
604,-1.2040703025086612,-29.5,0.255472857396062,0.17398281795260206,-9.38888618942333
608,0.6949875154278798,57.5,0.5102244710951848,0.6341948173294822,7.487804082601605
612,,,,1.0,0.0
616,2.4437174777827897,78.5,0.03938126294115663,0.05699830641051993,28.151521410027108
620,2.7328051374773255,75.5,0.013666498399254911,0.08924454710859073,13.131014893885853
624,,,,1.0,0.0
626,,,,1.0,0.0
630,0.973778512830576,60.5,0.3564386712351172,0.49665738654204294,9.063914029329535
634,,,,1.0,0.0
638,,,,1.0,0.0
642,1.263691926422167,62.5,0.21996857444202275,0.4146659024229229,4.7278293597927465
643,3.9480212513017916,91.5,0.0040186602216395655,0.005319686062957794,16.906754670191525
646,5.6257891203977755,86.5,1.0785830159419042e-05,0.014399864726701132,1219.217303664627
652,,,,1.0,0.0
654,,,,1.0,0.0
659,,,,1.0,0.0
660,,,,1.0,0.0
662,,,,1.0,0.0
663,,,,1.0,0.0
666,,,,1.0,0.0
670,,,,1.0,0.0
674,,,,1.0,0.0
678,,,,1.0,0.0
682,2.873619810458348,81.5,0.020707563015455132,0.035095797419284286,127.47338838459345
686,0.13326207392377398,54.5,0.8985486940334693,0.7856962962493347,6.089400365963731
688,3.1664614463022804,82.5,0.008880642173105035,0.029613094352645416,20.250898273531092
690,,,,1.0,0.0
694,4.487045172018309,93.5,0.00025033953789153186,0.003467193190765815,22.13348485070604
702,0.6059160432212034,64.5,0.5681621493144329,0.3412684763150512,4.747799337039331
703,1.9869184433420652,69.5,0.0688893645662629,0.1965160943128864,12.22903314732043
704,5.319091612954541,85.5,3.218669968546602e-05,0.017352389190761427,38.442529686568804
705,0.29740060506058347,-49.5,0.773991308015939,1.0,-0.653105387898345
706,,,,1.0,0.0
710,1.6058933232428887,71.5,0.15593966131269593,0.1534378834105726,27.424604018880633
716,3.947644801796178,88.5,0.004038928304237,0.00979219587072503,50.5780830345022
724,4.725878225871359,90.5,0.00017663592435893945,0.006547287612860911,25.502875732400376
728,,,,1.0,0.0
729,0.0489455138472649,52.5,0.9621881767590644,0.8918594638362826,1.7216173157014527
732,,,,1.0,0.0
740,2.1404208433041183,78.5,0.07793944236967691,0.05699830641051993,35.57831287475233
744,,,,1.0,0.0
748,1.1439880975717815,66.5,0.28628604984981243,0.27676572286017653,17.02722499663785
752,5.306786646994946,94.5,3.7259400812700064e-05,0.002781224934389138,17.49986844732509
756,3.714818926675622,91.5,0.009900287022101757,0.005319686062957794,16.89301873649285
760,0.3126988687308343,50.5,0.7670189112432778,1.0,0.39794766528882625
762,-3.9601472472117227,-16.5,0.0027204514046166076,0.02488372328270136,-17.806074244745275
764,-0.08678123083515961,-45.5,0.9337247270916738,0.7856962962493347,-1.9521825157430532
768,0.36455169883552446,52.5,0.7228685937941685,0.8918594638362826,2.289309743332307
772,,,,1.0,0.0
776,,,,1.0,0.0
780,,,,1.0,0.0
784,0.0868166969133602,86.5,0.9316496619732713,0.00572540986944673,1138999511022120.0
788,-2.1804496820135117,-30.5,0.04004398090824089,0.1965160943128864,-16.834969540675086
792,5.153485895417266,89.5,5.633614936524782e-05,0.008024002332133759,24.715873014246597
795,0.8895536939557145,69.5,0.41320995788882336,0.1965160943128864,23.163353044715286
796,,,,1.0,0.0
798,,,,1.0,0.0
800,3.58218494240163,82.5,0.0030513202442551584,0.029613094352645416,31.837260010706498
804,4.053413433315828,93.5,0.006133751863908573,0.003467193190765815,23.576668022373028
807,2.478550859163107,82.5,0.059325071994447254,0.029613094352645416,43.71280013062981
818,-1.8780109033888561,-26.5,0.09942529371601878,0.11794806736103866,-21.22429676117231
826,4.730617374161931,91.5,0.00042096636483732793,0.005319686062957794,80.58936000876955
831,,,,1.0,0.0
832,,,,1.0,0.0
833,,,,1.0,0.0
834,0.6907429318837155,61.5,0.5167446779343452,0.4546204062737812,12.37559127528001
840,-1.6963677607473038,-31.5,0.12469117184528065,0.2211162550702167,-2.1534580084647974
850,,,,1.0,0.0
854,2.8878145169321647,82.5,0.02012566607153109,0.029613094352645416,21.93060912679276
858,0.4056905030444458,57.5,0.701946366241417,0.6341948173294822,35.27660613836237
860,0.5748481339951771,57.5,0.5882323499814532,0.6341948173294822,1.7067636950322738
862,0.9018755393441856,68.5,0.38899755785249035,0.2211162550702167,13.234362714801245
876,,,,1.0,0.0
882,,,,1.0,0.0
887,,,,1.0,0.0
894,4.583800327700375,86.5,0.00034246794567279734,0.014399864726701132,51.37412515290678
999,1.1236432429264323,71.5,0.30842290098660236,0.1534378834105726,4.052967686292268
1011,,,,1.0,0.0
1012,,,,1.0,0.0
1013,,,,1.0,0.0
1014,,,,1.0,0.0
1015,,,,1.0,0.0
1016,,,,1.0,0.0
1017,,,,1.0,0.0
1018,,,,1.0,0.0
1019,,,,1.0,0.0
1021,,,,1.0,0.0
1023,,,,1.0,0.0
1025,,,,1.0,0.0
1027,,,,1.0,0.0
1029,,,,1.0,0.0
1031,,,,1.0,0.0
1032,,,,1.0,0.0
1033,,,,1.0,0.0
1034,,,,1.0,0.0
1035,,,,1.0,0.0
1036,,,,1.0,0.0
1038,,,,1.0,0.0
1039,,,,1.0,0.0
1040,,,,1.0,0.0
1041,,,,1.0,0.0
1042,,,,1.0,0.0
1043,,,,1.0,0.0
1044,,,,1.0,0.0
1046,,,,1.0,0.0
1047,,,,1.0,0.0
1048,,,,1.0,0.0
1049,,,,1.0,0.0
1052,0.6647793305763987,54.5,0.5271852102544903,0.7856962962493347,18.769178594162263
1068,,,,1.0,0.0
1082,,,,1.0,0.0
1097,,,,1.0,0.0
1098,,,,1.0,0.0
