id_bgl,t_score,u_score,p_t,p_u,delta
111_232,3.6294280752785593,81.5,0.002042426070689471,0.035095797419284286,35.6069946975161
111_729,4.1924047151390385,92.5,0.005235932686877633,0.004303876558312955,79.14083612293832
111_818,0.866304684201186,-63.5,0.42314581398530926,0.37686571143689396,-1.8003867351490854
112_231,2.8518859775811745,78.5,0.009604308237466589,0.05699830641051993,26.20494819347339
112_232,4.653507493021451,93.5,0.003463243637927187,0.003467193190765815,95.40066555622778
112_262,3.956099970343787,93.5,0.011031697797498763,0.003467193190765815,130.39745083336328
112_706,3.7897496973888014,92.5,0.00729069589106748,0.004303876558312955,34.69881588439081
113_887,6.07245710370358,90.5,6.062362981954884e-06,0.006547287612860911,98.89228477392736
114_231,3.757365754124722,94.5,0.01244184710037706,0.002781224934389138,116.16450496839354
114_404,5.6874239219168174,84.5,1.010547212004541e-05,0.020822974945909827,194.55791023663662
114_706,3.90384241526325,90.5,0.007928512422201781,0.006547287612860911,92.35930810795277
115_231,2.5522701818408016,92.5,0.060108203826926825,0.004303876558312955,43.70912909676438
115_232,4.246829411789671,91.5,0.005487446696279295,0.005319686062957794,43.221296456645135
115_262,5.79465139182022,91.5,0.00014300283041535157,0.005319686062957794,157.11285595768513
115_404,1.769333527986586,76.5,0.1350345874142203,0.0771659313616824,12.140298921147604
115_706,6.601604664694088,94.5,1.397777582780488e-06,0.0027394603912935704,34.216075964213005
115_728,0.4916748148019566,54.5,0.6350259792466577,0.7856962962493347,12.121411595004602
115_800,3.5443700299094507,93.5,0.015337845012281012,0.0034609301161331366,163.99980347033966
115_834,0.7816806217466157,63.5,0.4623523456942963,0.37686571143689396,6.197601642100811
116_834,1.7895521692455747,85.5,0.14701044265528515,0.017352389190761427,27.2599962124018
116_894,3.065201213053175,93.5,0.03129632651169401,0.003467193190765815,245.10039484547636
117_404,5.667288108732923,93.5,8.648347970959329e-05,0.003467193190765815,56.618486559775704
117_454,1.6252714150338214,78.5,0.1623087363367799,0.05699830641051993,455.6703249654345
117_508,3.919668960706099,81.5,0.0014008141419060449,0.035095797419284286,31.28347171287979
117_706,4.446170673116388,89.5,0.0017903451083096072,0.008024002332133759,27.98102760714246
117_834,3.19438322689377,89.5,0.02068516645392897,0.008024002332133759,55.47294605571379
121_508,3.2903377067309756,83.5,0.010142972340674579,0.02488372328270136,71.69134709934623
122_180,2.141434248746138,93.5,0.09702647831529335,0.0006514688020549246,1912611973627159.8
122_24,1.9991545983182997,77.5,0.10393225748690912,0.06645414979996266,114.24446794008216
122_454,1.542241146735688,78.5,0.17752742910880237,0.05699830641051993,13.342986043132598
122_508,0.7902711035716282,66.5,0.4515530413892056,0.27676572286017653,42.372972282428975
122_516,0.6907111933459542,65.5,0.5180955408968981,0.307900293130149,33.76481135803821
122_716,3.1832323957167987,89.5,0.018360578615949568,0.008024002332133759,19.59278728432802
122_72,0.46549452124225144,-56.5,0.6589445110714347,0.6833800574551345,-2.2167064567700336
122_834,3.0736686432657105,88.5,0.023218673236348065,0.00979219587072503,67.02756706583443
122_894,1.8817109749567842,76.5,0.11796163427673298,0.0771659313616824,70.50028961911408
123_508,5.266231269595839,93.5,0.000586881244949946,0.003467193190765815,50.68773546532408
123_716,2.4882834068639115,86.5,0.05359110959466158,0.014399864726701132,12.783843283812319
124_508,0.899574167800291,61.5,0.41031507361679204,0.4546204062737812,8.29437964913025
124_710,4.535284121759351,93.5,0.0011041293218171946,0.003467193190765815,28.42666159712689
124_716,3.0091601602778417,88.5,0.024636603520924,0.00979219587072503,33.15724269318405
124_72,4.393298055552256,89.5,0.00249812992709785,0.008024002332133759,52.935644344815415
125_426,2.594596673792515,89.5,0.05521343896508253,0.007523030701972875,36.00001401132319
125_508,0.5451280702868838,63.5,0.6086715293112768,0.37686571143689396,5.794460596503599
125_710,0.40071596873978876,59.5,0.6984377278036131,0.5406815690956761,0.5508606066429717
125_748,1.601678623796084,77.5,0.17233748256330905,0.06645414979996266,15.878434352371446
126_710,0.9978250640925472,65.5,0.3557010260569873,0.307900293130149,11.681032800324392
127_426,2.872662669595025,80.5,0.017229332342829702,0.04142253879330133,14.917670509784104
127_516,1.2771569754090402,73.5,0.26927385504521206,0.11794806736103866,38.087582781554964
127_710,2.714254335865524,82.5,0.036914286991807224,0.029613094352645416,29.00816281747285
127_72,1.7073268191991557,79.5,0.15297347312935544,0.048689610702269216,122.94506419222076
128_516,6.8550852072646915,92.5,1.112359068673607e-06,0.004303876558312955,52.485563886580934
129_24,1.5482715656671073,68.5,0.1845175457855818,0.2211162550702167,155.8971216180165
129_516,3.3065900790593314,86.5,0.007685919397858434,0.014399864726701132,29.43939848736918
129_716,1.9265793200912247,77.5,0.10431595873522595,0.06645414979996266,41.32605280920785
129_72,2.804074569295622,83.5,0.02879666377539396,0.02488372328270136,43.73859626957328
131_24,1.047978699143462,64.5,0.3413913857686854,0.3412684763150512,3.2601993425433857
131_516,4.831689040580678,87.5,0.00025500503786417955,0.011899644584157432,17.119357251615217
132_108,2.3175465439670404,93.5,0.08002279822720824,0.003467193190765815,57.673378886042784
132_120,4.882258090442674,90.5,0.0007032694031987391,0.006547287612860911,128.34942513714287
132_140,3.5058214825069647,82.5,0.005143110455444903,0.029613094352645416,25.33716088508698
132_178,3.6640433000702624,87.5,0.006736922279253715,0.011899644584157432,77.26869083488145
132_180,4.654826169975287,86.5,0.00038915394334953195,0.014399864726701132,47.95705931370598
132_24,6.765147313083136,88.5,8.052758734408917e-07,0.00979219587072503,169.6649152178128
132_266,,,,1.0,0.0
132_454,,,,1.0,0.0
132_646,2.853496190155851,80.5,0.025045484035095947,0.04142253879330133,14.391237963206235
132_728,1.5403080551860733,,0.198330217436486,0.0048840630105475985,0.0
132_729,,,,1.0,0.0
132_800,,,,1.0,0.0
132_834,2.570138361275952,92.5,0.05664875108316959,0.004303876558312955,309.3354887741322
132_894,2.5585928672556255,82.5,0.04281433340116943,0.029613094352645416,49.278462860428675
133_120,6.418291993524233,92.5,2.7709520947637513e-06,0.004303876558312955,181.58300643631026
133_140,7.523867917785357,90.5,1.8502735302655394e-07,0.006536929806265977,1777.1281315472254
133_178,3.6340402621775225,84.5,0.005122822541534718,0.020822974945909827,60.6676350388684
133_180,4.173160361941499,88.5,0.003075667046684617,0.00979219587072503,67.9615093225818
133_226,5.502558242438051,92.5,0.0001439807156996497,0.004303876558312955,244.88853141332058
133_24,4.141227770716688,90.5,0.0029618809015611973,0.006547287612860911,102.35359727946522
133_266,6.464163442367194,84.5,2.0343312027759525e-06,0.020822974945909827,120.84318512574997
133_566,6.098212847247063,92.5,3.970370017706259e-06,0.004303876558312955,62.38038956973448
134_226,5.231323285492048,87.5,6.110367215748877e-05,0.011899644584157432,149.38607653430415
134_678,,,,1.0,0.0
141_566,5.264838824833424,93.5,0.0003108997689598686,0.003467193190765815,164.95055499856227
142_12,3.2511850547739787,89.5,0.02265821921061369,0.008024002332133759,1268.5265276436937
142_120,1.863925013499519,75.5,0.1123969138469794,0.08924454710859073,52.840558593061346
142_148,1.2254151639036674,68.5,0.2755049770725139,0.2211162550702167,16.20737512585591
142_204,2.386929084464038,78.5,0.050916058484929236,0.05699830641051993,173.777401020157
142_324,2.1337318395697276,86.5,0.09108523080822196,0.014399864726701132,37.94298845948163
142_384,2.4763775840490543,82.5,0.04959857151309543,0.029613094352645416,129.55265280135927
142_466,2.7423991397758547,79.5,0.031426850856027075,0.048689610702269216,41.60151232192072
142_478,1.8699900807796783,78.0,0.12052190792158624,0.05066103315249452,233.32109273606304
142_562,4.850426634454849,92.5,0.0010668324138872148,0.004303876558312955,101.06393865953632
142_566,4.422930348390121,92.5,0.0019384886264377985,0.004303876558312955,84.33783414472619
142_694,,,,1.0,0.0
142_854,4.961686772808666,88.5,0.0001330010699749725,0.00979219587072503,62.12630621664819
143_204,4.799511554336446,93.5,0.0009385815295763093,0.003467193190765815,79.8619531056524
143_288,3.2781882945627046,82.5,0.006756430119541338,0.029613094352645416,26.257586073336476
143_566,5.547741730590403,90.5,5.153434976516367e-05,0.006547287612860911,103.9766380642303
143_768,5.406649456350093,92.5,6.985715719121413e-05,0.004303876558312955,72.79047656493374
