,basin_level,mean_permanent_area,std_permanent_area
0,0,0.21948010055433156,5.016068843874664
1,3,-0.09624603569023148,6.095627374668867
2,4,-0.2264190422649588,5.02476409052992
3,5,-0.1316992644938262,2.9290253759643465
4,6,-0.08573453164294093,1.753821090649771
5,7,-0.0201986687742257,0.5465112684149
6,8,-0.0007770295402668476,0.047485822603773716
