,basin_level,mean_permanent_area,std_permanent_area
0,0,0.2538086692488928,9.543396048009315
1,3,-0.08650488808124875,11.45479141948869
2,4,-0.561556894940523,13.784757004989014
3,5,-0.672556561568987,13.792732759837959
4,6,-0.768410471435599,14.397894467900347
