basin_level,mean,std
0,5.819503378294706,22.895322731175018
3,5.458066185220203,23.900509002318636
4,3.955853128004255,22.6986019444665
5,3.31605938612008,23.54650810559918
6,2.7575981824746836,24.026095087106587
7,1.9902088602793342,24.398679845775085
8,1.1523734010369853,24.550386143965916
