id_bgl,basin_level,start_year,t_score,p_t,u_score,p_u,baseline_median,delta
1110_232,4,2000,-0.9824646307658844,0.3492198558124173,38.5,0.4544466217384099,78.68615940698484,-3.0978654467774436
1110_232,4,2005,-1.3326110377546585,0.21612653161117687,33.5,0.2765806978220734,78.68615940698484,-7.667534708752112
1110_232,4,2010,-0.03880957531302717,0.9705739851441315,51.5,0.9457840102873425,78.68615940698484,-5.863431168465034
1110_232,4,2015,3.301169081437143,0.003485018710050901,76.5,0.07705203661884766,78.68615940698484,27.89740598197497
1110_232,4,2017,3.6294280752785575,0.0020424260706894846,81.5,0.035095797419284286,78.68615940698484,35.606990172325084
1110_729,4,2000,-2.8352276325445516,0.01209462138567822,25.5,0.1026691721573245,114.1736191900315,-16.831995795071045
1110_729,4,2005,-1.3859981682070652,0.19950375852397448,36.5,0.37668189633071936,114.1736191900315,-5.827654092827441
1110_729,4,2010,0.2667823239370191,0.7960654484186596,52.5,0.891818055418289,114.1736191900315,17.172519864203746
1110_729,4,2015,3.649342546227711,0.004019888076349524,85.5,0.0173092836723952,114.1736191900315,45.73682386971261
1110_729,4,2017,4.192404715139038,0.005235932686877639,92.5,0.004303876558312955,114.1736191900315,79.14082919131701
1110_818,4,2000,0.8027945016068014,0.45250178158335896,61.5,0.4544466217384099,38.722161388657,8.11639006285515
1110_818,4,2005,-0.24073907533836503,0.8195044373015152,48.5,0.9457840102873425,38.722161388657,4.762715452986793
1110_818,4,2010,-0.27621250378764284,0.7911614813507344,44.5,0.7338488462374848,38.722161388657,-6.880473023550665
1110_818,4,2015,-0.35999097672023894,0.7233237007084009,45.5,0.7856157447765455,38.722161388657,-1.800386270199246
1110_818,4,2017,0.866304684201186,0.42314581398530926,63.5,0.37686571143689396,38.722161388657,-1.800386270199246
1120_231,4,2000,-2.108946289963028,0.05526196188379601,32.5,0.24766697136682303,5.21402351761262,-13.295689831999367
1120_231,4,2005,-0.711463112319271,0.4987769050922082,39.5,0.4964915434248136,5.21402351761262,-17.777341064708637
1120_231,4,2010,0.4173691640314429,0.692912411359725,56.5,0.6832646883573559,5.21402351761262,45.0383456903249
1120_231,4,2015,1.6368116263761077,0.14521127953895785,71.5,0.15327952768294986,5.21402351761262,53.52304786199167
1120_231,4,2017,1.7546255567472735,0.09787067985305042,66.5,0.27676572286017653,5.21402351761262,36.520559512661016
1120_706,4,2000,-1.2152272534603614,0.24549991241544478,39.5,0.4964915434248136,21.70245727038595,-6.805394417694164
1120_706,4,2005,-1.5076025095414616,0.15514342912018728,35.5,0.3410824971479892,21.70245727038595,-16.133778897915505
1120_706,4,2010,-0.11729454593608019,0.9110125422383801,48.5,0.9457840102873425,21.70245727038595,22.25451118609732
1120_706,4,2015,1.9069116116502436,0.10291891700608377,76.5,0.07705203661884766,21.70245727038595,35.29764152495606
1120_706,4,2017,2.2720266943528937,0.05969713624156355,79.5,0.048689610702269216,21.70245727038595,35.29764152495606
1121_231,4,2000,-1.028225191882588,0.33062709828354697,30.5,0.19634372137988876,0.386684186552884,-82.7355636180302
1121_231,4,2005,-0.15718549721217084,0.8807138268863148,47.5,0.891818055418289,0.386684186552884,-35.75734380744849
