id,t_score,u_score,p_t,p_u,p_u_thd_0.01
4,0.2387494798192228,57.5,0.8208993766185331,0.6341948173294822,0.0
8,2.0015675031863966,80.5,0.0954021075876798,0.04142253879330133,0.0
12,0.6946908482634858,-49.5,0.5019793121095808,1.0,0.0
16,,,,1.0,0.0
20,,,,1.0,0.0
24,1.5123220841576221,73.5,0.20147812377782168,0.11794806736103866,0.0
28,,,,1.0,0.0
31,-3.3813405957457054,-13.5,0.013243422964923483,0.014399864726701132,0.0
32,-0.9732333093462026,39.5,0.37917691187318553,0.49665738654204294,0.0
36,-0.7126947091164368,-41.5,0.5042019501661255,0.5865744278376042,0.0
40,0.37234488454928955,-36.5,0.7134024273355564,0.37686571143689396,0.0
44,,,,1.0,0.0
48,,,,1.0,0.0
50,0.6124703817693044,61.5,0.5657452673471198,0.4546204062737812,0.0
51,-4.053323810765403,-13.5,0.0017650296721632747,0.014399864726701132,0.0
52,,,,1.0,0.0
56,0.570493608431155,62.5,0.5892988473424934,0.4146659024229229,0.0
60,,,,1.0,0.0
64,4.451603401263054,86.5,0.00020421703988234295,0.014399864726701132,0.0
68,-0.7929520577497875,-35.5,0.45551367711135227,0.3412684763150512,0.0
70,-1.5942979399415187,-24.5,0.17172624833319095,0.08924454710859073,0.0
72,6.992170804477372,91.5,4.575205745555598e-07,0.005319686062957794,1.0
76,-0.7044879749417101,-40.5,0.48864677298025017,0.5406815690956761,0.0
84,3.093077486478817,84.5,0.005531209458264165,0.020577850524562184,0.0
90,,,,1.0,0.0
92,,,,1.0,0.0
96,,,,1.0,0.0
100,-2.266390046863218,-20.5,0.06759488563192381,0.048689610702269216,0.0
104,2.170599925851218,69.5,0.05096116571270524,0.1965160943128864,0.0
108,,,,1.0,0.0
112,0.1322826482568034,-47.5,0.8969176721079564,0.8918594638362826,0.0
116,2.598565517930515,95.5,0.05634852658731428,0.0022214145869887034,1.0
120,5.691955443927716,94.5,0.0003699566958557497,0.002781224934389138,1.0
124,5.155897849726385,88.5,3.660588829556527e-05,0.00979219587072503,1.0
132,,,,1.0,0.0
136,,,,1.0,0.0
140,,,,1.0,0.0
144,-0.3894252520767815,-43.5,0.7098975451833188,0.6833800574551345,0.0
148,,,,1.0,0.0
152,2.2005556805978337,78.5,0.06574352295367837,0.05699830641051993,0.0
156,6.143030123321246,95.5,3.232689425042148e-06,0.0022214145869887034,1.0
162,,,,1.0,0.0
166,,,,1.0,0.0
170,7.734458577650945,93.5,6.769197960290903e-07,0.003467193190765815,1.0
174,,,,1.0,0.0
175,,,,1.0,0.0
178,4.778452086597281,79.5,9.21101698778428e-05,0.048689610702269216,0.0
180,-4.033683269493004,-13.5,0.0009682250156201852,0.014399864726701132,0.0
184,,,,1.0,0.0
188,3.5323860249161827,84.5,0.004172717713996967,0.020822974945909827,0.0
191,0.5476706433363503,-43.5,0.5897422139683444,0.6833800574551345,0.0
192,0.3875419287389826,53.5,0.7131035286237682,0.838410115171209,0.0
196,1.5152244189978332,71.5,0.17766967388770158,0.1534378834105726,0.0
203,2.3558946004507844,76.5,0.039214563562872534,0.0771659313616824,0.0
204,0.4825425882832082,58.5,0.6443248303110671,0.5865744278376042,0.0
208,,,,1.0,0.0
212,,,,1.0,0.0
214,0.2735678428806808,55.5,0.7944511440103766,0.7339474627492532,0.0
218,0.9852584008023513,54.5,0.3389587182224373,0.7856962962493347,0.0
222,-0.5807019993552195,-44.5,0.5846593749262058,0.7339474627492532,0.0
226,,,,1.0,0.0
231,7.671351160147523,95.5,3.03913545044682e-07,0.0022214145869887034,1.0
232,8.12890940621081,89.5,5.5022532706004184e-08,0.008011880888046946,1.0
233,,,,1.0,0.0
234,,,,1.0,0.0
238,,,,1.0,0.0
239,,,,1.0,0.0
242,6.104533301373093,91.5,1.258395959535396e-05,0.005319686062957794,1.0
246,2.215775155116285,85.5,0.038502103888912384,0.017352389190761427,0.0
248,,,,1.0,0.0
250,2.022992239948418,78.5,0.08803191090538574,0.05699830641051993,0.0
254,-1.8934136994432247,-20.5,0.10976565885048581,0.048689610702269216,0.0
258,,,,1.0,0.0
262,,,,1.0,0.0
266,4.291417462734105,91.5,0.0016606391746424067,0.005319686062957794,1.0
268,-3.5074456385361397,-9.5,0.013271385304267289,0.006547287612860911,1.0
270,,,,1.0,0.0
276,1.3402171386816912,59.5,0.2016172380908895,0.5406815690956761,0.0
288,0.5882211034065794,56.5,0.5703426371381146,0.6833800574551345,0.0
292,,,,1.0,0.0
296,,,,1.0,0.0
300,1.7930139981240456,67.5,0.09527656131373598,0.24784912392821346,0.0
304,1.8766099123869375,66.5,0.07405083645236005,0.27676572286017653,0.0
308,,,,1.0,0.0
312,,,,1.0,0.0
316,,,,1.0,0.0
320,-1.0098957964367914,42.5,0.36389067808747566,0.6341948173294822,0.0
324,2.6537374212401965,93.5,0.033958472383738385,0.003467193190765815,1.0
328,,,,1.0,0.0
332,,,,1.0,0.0
334,,,,1.0,0.0
336,,,,1.0,0.0
340,1.3771387556258363,69.5,0.2093680617642254,0.1965160943128864,0.0
344,,,,1.0,0.0
348,-3.555010207340066,-12.5,0.002708093716826855,0.011899644584157432,0.0
352,5.922703036426228,93.5,1.5212242949656364e-05,0.003467193190765815,1.0
356,2.3748896733262237,79.5,0.05285360371367224,0.048689610702269216,0.0
360,0.5379259814468323,65.5,0.6147646762497694,0.307900293130149,0.0
364,5.162897177951158,91.5,6.655574464281256e-05,0.005319686062957794,1.0
368,-0.8669392717097062,38.5,0.41265656502894565,0.4546204062737812,0.0
372,2.328843563679346,73.5,0.03094832195303455,0.11794806736103866,0.0
376,1.169282473639289,-52.5,0.25607915399968806,0.8917765993971007,0.0
380,-0.16253689333489982,-31.5,0.8724899247375559,0.2211162550702167,0.0
384,-0.9299058041609828,-32.5,0.3982368466060997,0.24784912392821346,0.0
388,,,,1.0,0.0
392,-0.8801334350699224,-37.5,0.4098331888023317,0.4146659024229229,0.0
398,0.007451388034808654,51.5,0.994307709226244,0.9458048585528951,0.0
400,0.8471281524702766,65.5,0.42562519212525307,0.3078071380727444,0.0
404,0.2674816500961258,-54.5,0.7974122972232365,0.7856962962493347,0.0
408,2.1957313035642954,73.5,0.048420028401797564,0.11794806736103866,0.0
410,4.869440650504029,94.5,0.00034707659551916884,0.002781224934389138,1.0
414,,,,1.0,0.0
417,-0.7178699824055551,-38.5,0.5032765996534363,0.4546204062737812,0.0
418,5.4890107687264065,89.5,1.399104027740778e-05,0.008024002332133759,1.0
422,1.2303805819368032,56.5,0.23435409873195656,0.6833800574551345,0.0
426,-1.9841326322631645,-21.5,0.09622386189151816,0.05699830641051993,0.0
428,1.141219169024626,68.5,0.29596346580976235,0.2211162550702167,0.0
430,2.425936056922169,85.5,0.06925450208115762,0.017352389190761427,0.0
434,-0.6343442282358508,-41.5,0.5519443118900798,0.5865744278376042,0.0
438,,,,1.0,0.0
440,0.5568469235062946,-51.5,0.5874435117971404,0.9458048585528951,0.0
442,-0.7569244033033911,-41.5,0.48751107280949624,0.5865744278376042,0.0
446,,,,1.0,0.0
450,-1.4818888315178904,-26.5,0.19006163421773362,0.11794806736103866,0.0
454,,,,1.0,0.0
458,7.240117523984395,95.5,2.584085399362176e-07,0.0022214145869887034,1.0
462,,,,1.0,0.0
466,4.0622110785812096,86.5,0.0004913541730258768,0.014399864726701132,0.0
470,,,,1.0,0.0
474,-6.391576763952921,-11.5,1.911996810007762e-06,0.00979219587072503,1.0
478,-2.7385971259767246,-15.5,0.02999424218564125,0.020822974945909827,0.0
480,,,,1.0,0.0
484,0.2870262572164169,-43.5,0.778932235722684,0.6833800574551345,0.0
492,,,,1.0,0.0
496,4.828263473318412,85.5,0.00011459163050203719,0.017352389190761427,0.0
498,-0.8778542057314722,-35.5,0.3930101781487081,0.3412684763150512,0.0
499,0.46693812298721293,58.5,0.6548654006877606,0.5865744278376042,0.0
500,,,,1.0,0.0
504,-1.4894083163102418,-32.5,0.1704091358901882,0.24784912392821346,0.0
