id_bgl,basin_level,start_year,t_score,u_score,p_t,p_u,sign_diff,delta
1110_232,4,2017,3.629428075278557,81.5,0.0020424260706894846,0.035095797419284286,1.0,35.6069946975161
1110_729,4,2017,4.1924047151390385,92.5,0.005235932686877633,0.004303876558312955,1.0,79.14083612293832
1110_818,4,2017,0.866304684201186,63.5,0.42314581398530926,0.37686571143689396,-1.0,-1.8003867351490854
1120_231,4,2017,1.7546255567472735,66.5,0.0978706798530504,0.27676572286017653,1.0,36.52062955561227
1120_706,4,2017,2.2720266943528955,79.5,0.05969713624156335,0.048689610702269216,1.0,35.297657789308566
1121_231,4,2017,1.1939515499282813,76.5,0.2786996747476148,0.0771659313616824,1.0,314.36045401402174
1121_232,4,2017,4.653507493021451,93.5,0.003463243637927187,0.003467193190765815,1.0,95.40066555622778
1121_262,4,2017,3.9560999703437862,93.5,0.011031697797498763,0.003467193190765815,1.0,130.39745083336328
1121_706,4,2017,4.38451368869473,91.5,0.002185911773947823,0.005319686062957794,1.0,65.24180022366866
1122_706,4,2017,3.956743270861467,92.5,0.0061841245074426635,0.004303876558312955,1.0,124.61274043209589
1123_706,4,2017,4.579888698993566,92.5,0.00043741546481272447,0.004303876558312955,1.0,43.10107896417908
1124_706,4,2017,3.2825574287732926,84.5,0.008599345069455214,0.020822974945909827,1.0,319.3847731090794
1125_706,4,2017,2.7459521897054238,80.5,0.02559273586502484,0.04142253879330133,1.0,8.725565980567719
1126_706,4,2017,0.20056641632145292,62.5,0.8485125799757804,0.4146659024229229,1.0,13.003827123326344
1127_706,4,2017,0.40667217946164397,53.5,0.6889478138003724,0.838410115171209,1.0,2.7929349052196497
1128_706,4,2017,-0.1746503327821285,61.5,0.8636596291402436,0.4546204062737812,1.0,7.826502762763883
1129_706,4,2017,1.612244255034694,74.5,0.16133501944363135,0.10280164223951978,1.0,10.595609713702874
1130_887,4,2017,6.072457103703581,90.5,6.062362981954884e-06,0.006547287612860911,1.0,98.89228477392736
1140_231,4,2017,1.3530065418299568,85.5,0.24679891274705607,0.017352389190761427,1.0,177.68400155748688
1140_404,4,2017,7.062108131436923,94.5,4.981049714487732e-07,0.002781224934389138,1.0,496.8624245217286
1141_706,4,2017,-0.7542520237612389,53.5,0.4598392142982304,0.838410115171209,1.0,7.216450741670319
1142_231,4,2017,6.685553385360166,90.5,1.62994258350333e-06,0.006547287612860911,1.0,174.33284160830257
1142_404,4,2017,3.5799926084797637,78.5,0.0018925787254827047,0.05699830641051993,1.0,127.53271252631215
1142_706,4,2017,0.9462026232770374,66.5,0.3872720588061885,0.27676572286017653,1.0,55.38319831641374
1143_706,4,2017,4.837112777318893,87.5,0.00027263049187983645,0.011899644584157432,1.0,68.71262125753026
1144_231,4,2017,2.844355352500173,93.5,0.03972202686760136,0.003467193190765815,1.0,192.14444739586222
1144_404,4,2017,4.319702812293697,90.5,0.0019368649346147844,0.006547287612860911,1.0,64.31418932707457
1144_706,4,2017,3.3629690194448862,84.5,0.00752065337230558,0.020822974945909827,1.0,35.83142834755966
1145_706,4,2017,3.371953602373445,76.5,0.0036331289486187844,0.0771659313616824,1.0,45.88852367424148
1146_706,4,2017,2.2380454580210114,88.5,0.08538631412597435,0.00979219587072503,1.0,531.6587216295522
1147_231,4,2017,2.3756691034759423,82.5,0.05777060281287164,0.029613094352645416,1.0,586.1354968651398
1147_706,4,2017,3.049586531106136,89.5,0.02822129625960202,0.008024002332133759,1.0,183.7632188860423
1148_231,4,2017,3.397385479595152,86.5,0.011400170499894212,0.014399864726701132,1.0,235.77936931349916
1149_231,4,2017,4.286301277533416,93.5,0.002348529012945647,0.003467193190765815,1.0,56.35285104103327
1149_706,4,2017,2.790011468087104,89.5,0.03441812495822435,0.008011880888046946,1.0,725.576679040988
1151_834,4,2017,1.6116787033917457,72.5,0.15679989716398735,0.13479216155813392,1.0,27.071440921113453
1152_404,4,2017,-0.5786776463364519,40.5,0.5884429109822733,0.5406815690956761,-1.0,-3.033885210672234
1152_834,4,2017,-1.0571196312202662,39.5,0.34630201094220353,0.49665738654204294,-1.0,-17.819448413180545
1153_404,4,2017,0.44713542816876883,57.5,0.6691449957227593,0.6341948173294822,1.0,5.425073143483564
1154_231,4,2017,1.5281466705711444,74.5,0.19904871252314116,0.10280164223951978,1.0,20.538640741950985
1154_404,4,2017,1.8803713957859214,82.5,0.12743242295277768,0.029613094352645416,1.0,11.325527253064712
1154_728,4,2017,2.598391789247733,81.5,0.031052086857867825,0.035095797419284286,1.0,50.12558010382144
1154_800,4,2017,3.5443700299094507,93.5,0.015337845012281012,0.0034609301161331366,1.0,163.99980347033966
1155_231,4,2017,,50.0,,1.0,,0.0
1155_404,4,2017,5.104979788314769,90.5,0.0002453150291410715,0.006547287612860911,1.0,210.278518831805
1155_728,4,2017,-0.45739634988033934,48.5,0.656619325917748,0.9458048585528951,-1.0,-4.214335119723838
1155_800,4,2017,,50.0,,1.0,,0.0
1156_231,4,2017,2.6512198049628237,95.5,0.05452032514334462,0.0022214145869887034,1.0,115.49135696079485
1156_404,4,2017,2.797203052752974,83.5,0.014644323690973467,0.011314015166177811,1.0,5501352527918400.0
1157_231,4,2017,2.2851251440610243,84.5,0.07393622767413019,0.020822974945909827,1.0,35.08960342757965
1157_262,4,2017,5.938797499571355,91.5,3.776700916947983e-05,0.005319686062957794,1.0,150.8181736550431
1157_706,4,2017,6.601604664694095,94.5,1.3977775827804678e-06,0.0027394603912935704,1.0,34.216075964213005
1158_231,4,2017,2.596050817130272,86.5,0.04479512540811905,0.014399864726701132,1.0,42.898896572868225
1158_232,4,2017,4.246829411789669,91.5,0.005487446696279304,0.005319686062957794,1.0,43.221296456645135
1159_231,4,2017,3.227102960587477,88.5,0.012992470365703824,0.00979219587072503,1.0,23.626299466752396
1159_262,4,2017,4.540407776340503,91.5,0.002685054906480194,0.005319686062957794,1.0,193.48137933400687
1160_834,4,2017,1.7895521692455747,85.5,0.14701044265528515,0.017352389190761427,1.0,27.2599962124018
1160_894,4,2017,3.0652012130531756,93.5,0.031296326511694006,0.003467193190765815,1.0,245.10039484547636
1170_454,4,2017,1.6344125572776973,79.5,0.16046351765586586,0.048689610702269216,1.0,516.0933658699244
1170_508,4,2017,1.4831407007911555,67.5,0.18427746095567793,0.24784912392821346,1.0,22.463890328672534
1171_404,4,2017,3.417524240975378,85.5,0.005542574181520049,0.017352389190761427,1.0,26.47646271169227
1171_706,4,2017,4.446170673116388,89.5,0.0017903451083096076,0.008024002332133759,1.0,27.98102760714246
1172_404,4,2017,5.4202271705414935,89.5,6.340194408192535e-05,0.008024002332133759,1.0,57.423045027367294
1173_404,4,2017,5.279866868917264,94.5,0.0006217500379896469,0.002781224934389138,1.0,52.826706655108694
1173_834,4,2017,5.973460808995449,92.5,2.267298132462354e-05,0.004303876558312955,1.0,99.85097423236567
1174_834,4,2017,2.79785535078903,87.5,0.035317948288311134,0.011899644584157432,1.0,61.35320897892893
1175_834,4,2017,4.779233801715453,92.5,0.0014455628560179027,0.004303876558312955,1.0,64.46773745584487
1176_454,4,2017,-1.4853696099211513,32.5,0.1658790570003078,0.24784912392821346,-1.0,-19.769286762621743
1176_508,4,2017,2.2397788091796214,73.5,0.0474055412791176,0.11794806736103866,1.0,11.438387445552063
1176_834,4,2017,2.3018853317848285,77.5,0.05451671927372661,0.06645414979996266,1.0,20.421372530496367
1177_508,4,2017,5.898775132201334,94.5,0.0001851890481977586,0.002781224934389138,1.0,115.20703902973113
1178_508,4,2017,1.9849474369767255,79.5,0.08741743663156888,0.048689610702269216,1.0,17.753802568758775
1179_508,4,2017,2.8243700940655345,74.5,0.014791274763599907,0.10280164223951978,1.0,31.976017223899046
1210_508,4,2017,3.2903377067309765,83.5,0.010142972340674556,0.02488372328270136,1.0,71.69134709934623
1221_508,4,2017,0.7872333892687786,76.5,0.4456648162866893,0.0771659313616824,1.0,59.696863198939674
1222_454,4,2017,1.5415035709345677,77.5,0.17770563607124662,0.06645414979996266,1.0,13.323286347408489
1222_508,4,2017,-0.23126738373352287,40.5,0.8252978416518694,0.5406815690956761,-1.0,-11.334930338440884
1222_834,4,2017,3.073668643265709,88.5,0.02321867323634811,0.00979219587072503,1.0,67.02756706583443
1222_894,4,2017,,50.0,,1.0,,0.0
1223_454,4,2017,2.0500035631989397,80.5,0.0949844968393332,0.04142253879330133,1.0,46.135560800760885
1223_508,4,2017,1.1316835361314284,68.5,0.29455240325012777,0.2211162550702167,1.0,50.84364686900184
1223_716,4,2017,3.5650825384387934,92.5,0.010258454631271554,0.004303876558312955,1.0,13.185030322011078
1223_894,4,2017,7.520913322296936,91.5,1.507600779454581e-07,0.005319686062957794,1.0,121.03241369179764
1224_180,4,2017,,50.0,,1.0,,0.0
1224_454,4,2017,3.738511860440501,84.0,0.006041125485554192,0.009968413159319699,1.0,399978702052440.0
1224_508,4,2017,-0.09516146620003146,46.5,0.9267079649853033,0.838410115171209,-1.0,-1.8220123971328421
1224_894,4,2017,4.219700293118595,94.5,0.0040801822030940155,0.002781224934389138,1.0,22.984614980270678
1225_508,4,2017,-2.8449247517597613,22.0,0.01333037949346534,0.056301495496659484,-1.0,-47.34385376431226
1225_716,4,2017,0.14213121659697714,58.5,0.8891255733166104,0.5865744278376042,1.0,21.952128592043454
1225_894,4,2017,2.354870671638724,82.5,0.03884009753699399,0.029613094352645416,1.0,19.485693053260448
1226_180,4,2017,1.965143408987288,75.0,0.11088844579083454,0.016372693080655292,1.0,962269780563879.9
1226_894,4,2017,2.7709145948744083,88.5,0.0330996124726392,0.00979219587072503,1.0,64.05727306441874
1227_716,4,2017,2.754397606183429,84.5,0.035535601520679874,0.020822974945909827,1.0,26.600622279746243
1227_72,4,2017,6.46099923396723,90.5,3.357920189436513e-06,0.006536929806265977,1.0,376.59983935467596
1227_894,4,2017,4.155541476402276,89.5,0.0028042473791059447,0.008024002332133759,1.0,36.87771150521482
1228_24,4,2017,1.8562753939659673,81.5,0.12144178860009708,0.035095797419284286,1.0,251.05099702278372
1228_516,4,2017,0.6511789240106215,62.5,0.540549422064991,0.4146659024229229,1.0,27.114238389394213
1228_72,4,2017,0.463454019360211,56.5,0.6603192989110249,0.6833800574551345,-1.0,-2.3012307951826383
1228_894,4,2017,1.4347659279079912,80.5,0.2138241852437697,0.04142253879330133,1.0,830.7986994501011
1229_180,4,2017,1.897186576964825,95.5,0.12977201296904461,0.00033012245980733454,1.0,950342193063269.9
1229_24,4,2017,1.9593787887997194,76.5,0.10974473178617206,0.0771659313616824,1.0,112.75036774056876
1229_516,4,2017,0.8361263529062878,68.5,0.44146735311175284,0.2211162550702167,1.0,53.62969428650847
1229_894,4,2017,1.455918574081637,75.5,0.20696759319188993,0.08924454710859073,1.0,67.85032830693089
1230_508,4,2017,5.266231269595844,93.5,0.0005868812449499427,0.003467193190765815,1.0,50.68773546532408
1230_716,4,2017,2.4882834068639097,86.5,0.05359110959466167,0.014399864726701132,1.0,12.783843283812319
1241_508,4,2017,1.0544521613643016,73.5,0.3316211025204217,0.11794806736103866,1.0,80.66598429623096
1242_508,4,2017,0.8862826378592658,63.5,0.41678970319879977,0.37686571143689396,1.0,12.567072811226291
1242_716,4,2017,1.8465608068269515,72.5,0.10282735346336846,0.13449171368629423,1.0,86.62137461777748
1243_508,4,2017,0.6094488309233732,59.5,0.5685769639630949,0.5406815690956761,-1.0,-2.994089457507842
