basin_level,num_basins,start_year,mean,std,aplha,thd_low,thd_high,neg,stable,pos
0,278,2000,0.2194801005543315,5.016068843874664,0.5,-2.2885543213830006,2.7275145224916635,56,207,15
0,278,2000,0.2194801005543315,5.016068843874664,1.0,-4.796588743320332,5.235548944428996,46,223,9
0,278,2000,0.2194801005543315,5.016068843874664,1.5,-7.304623165257665,7.7435833663663285,38,234,6
0,278,2000,0.2194801005543315,5.016068843874664,2.0,-9.812657587194996,10.25161778830366,33,241,4
0,278,2005,0.2194801005543315,5.016068843874664,0.5,-2.2885543213830006,2.7275145224916635,38,219,21
0,278,2005,0.2194801005543315,5.016068843874664,1.0,-4.796588743320332,5.235548944428996,29,238,11
0,278,2005,0.2194801005543315,5.016068843874664,1.5,-7.304623165257665,7.7435833663663285,21,250,7
0,278,2005,0.2194801005543315,5.016068843874664,2.0,-9.812657587194996,10.25161778830366,15,258,5
0,278,2010,0.2194801005543315,5.016068843874664,0.5,-2.2885543213830006,2.7275145224916635,19,214,45
0,278,2010,0.2194801005543315,5.016068843874664,1.0,-4.796588743320332,5.235548944428996,8,234,36
0,278,2010,0.2194801005543315,5.016068843874664,1.5,-7.304623165257665,7.7435833663663285,4,246,28
0,278,2010,0.2194801005543315,5.016068843874664,2.0,-9.812657587194996,10.25161778830366,4,250,24
0,278,2015,0.2194801005543315,5.016068843874664,0.5,-2.2885543213830006,2.7275145224916635,26,198,54
0,278,2015,0.2194801005543315,5.016068843874664,1.0,-4.796588743320332,5.235548944428996,18,216,44
0,278,2015,0.2194801005543315,5.016068843874664,1.5,-7.304623165257665,7.7435833663663285,11,230,37
0,278,2015,0.2194801005543315,5.016068843874664,2.0,-9.812657587194996,10.25161778830366,7,243,28
0,278,2017,0.2194801005543315,5.016068843874664,0.5,-2.2885543213830006,2.7275145224916635,30,191,57
0,278,2017,0.2194801005543315,5.016068843874664,1.0,-4.796588743320332,5.235548944428996,21,212,45
0,278,2017,0.2194801005543315,5.016068843874664,1.5,-7.304623165257665,7.7435833663663285,12,224,42
0,278,2017,0.2194801005543315,5.016068843874664,2.0,-9.812657587194996,10.25161778830366,7,235,36
3,778,2000,-0.0962460356902314,6.095627374668867,0.5,-3.144059723024665,2.951567651644202,131,605,42
3,778,2000,-0.0962460356902314,6.095627374668867,1.0,-6.191873410359098,5.999381338978636,112,638,28
3,778,2000,-0.0962460356902314,6.095627374668867,1.5,-9.239687097693533,9.04719502631307,96,664,18
3,778,2000,-0.0962460356902314,6.095627374668867,2.0,-12.287500785027966,12.095008713647502,82,686,10
3,778,2005,-0.0962460356902314,6.095627374668867,0.5,-3.144059723024665,2.951567651644202,89,630,59
3,778,2005,-0.0962460356902314,6.095627374668867,1.0,-6.191873410359098,5.999381338978636,66,677,35
3,778,2005,-0.0962460356902314,6.095627374668867,1.5,-9.239687097693533,9.04719502631307,50,701,27
3,778,2005,-0.0962460356902314,6.095627374668867,2.0,-12.287500785027966,12.095008713647502,43,714,21
3,778,2010,-0.0962460356902314,6.095627374668867,0.5,-3.144059723024665,2.951567651644202,39,617,122
3,778,2010,-0.0962460356902314,6.095627374668867,1.0,-6.191873410359098,5.999381338978636,24,660,94
3,778,2010,-0.0962460356902314,6.095627374668867,1.5,-9.239687097693533,9.04719502631307,16,689,73
3,778,2010,-0.0962460356902314,6.095627374668867,2.0,-12.287500785027966,12.095008713647502,11,704,63
3,778,2015,-0.0962460356902314,6.095627374668867,0.5,-3.144059723024665,2.951567651644202,73,574,131
3,778,2015,-0.0962460356902314,6.095627374668867,1.0,-6.191873410359098,5.999381338978636,55,617,106
3,778,2015,-0.0962460356902314,6.095627374668867,1.5,-9.239687097693533,9.04719502631307,41,648,89
3,778,2015,-0.0962460356902314,6.095627374668867,2.0,-12.287500785027966,12.095008713647502,29,674,75
3,778,2017,-0.0962460356902314,6.095627374668867,0.5,-3.144059723024665,2.951567651644202,76,565,137
3,778,2017,-0.0962460356902314,6.095627374668867,1.0,-6.191873410359098,5.999381338978636,53,609,116
3,778,2017,-0.0962460356902314,6.095627374668867,1.5,-9.239687097693533,9.04719502631307,39,638,101
3,778,2017,-0.0962460356902314,6.095627374668867,2.0,-12.287500785027966,12.095008713647502,28,668,82
4,2212,2000,-0.2264190422649588,5.02476409052992,0.5,-2.738801087529919,2.285963003000001,313,1782,117
4,2212,2000,-0.2264190422649588,5.02476409052992,1.0,-5.251183132794878,4.798345048264961,274,1862,76
4,2212,2000,-0.2264190422649588,5.02476409052992,1.5,-7.763565178059838,7.310727093529921,241,1916,55
4,2212,2000,-0.2264190422649588,5.02476409052992,2.0,-10.275947223324799,9.82310913879488,212,1955,45
4,2212,2005,-0.2264190422649588,5.02476409052992,0.5,-2.738801087529919,2.285963003000001,199,1855,158
4,2212,2005,-0.2264190422649588,5.02476409052992,1.0,-5.251183132794878,4.798345048264961,158,1941,113
4,2212,2005,-0.2264190422649588,5.02476409052992,1.5,-7.763565178059838,7.310727093529921,131,1995,86
4,2212,2005,-0.2264190422649588,5.02476409052992,2.0,-10.275947223324799,9.82310913879488,112,2038,62
4,2212,2010,-0.2264190422649588,5.02476409052992,0.5,-2.738801087529919,2.285963003000001,109,1807,296
4,2212,2010,-0.2264190422649588,5.02476409052992,1.0,-5.251183132794878,4.798345048264961,75,1910,227
4,2212,2010,-0.2264190422649588,5.02476409052992,1.5,-7.763565178059838,7.310727093529921,58,1967,187
4,2212,2010,-0.2264190422649588,5.02476409052992,2.0,-10.275947223324799,9.82310913879488,48,1994,170
