id_bgl,start_year,basin_level,permanent_area
4,2000,0,-9.02665945233711
4,2005,0,8.412890051952019
4,2010,0,0.02000884635677385
4,2015,0,4.361057737181255
4,2017,0,4.361057737181255
8,2000,0,-2.1974000552779516
8,2005,0,-0.9908242875333073
8,2010,0,0.9908242875332883
8,2015,0,6.802922069748318
8,2017,0,9.631405507168525
12,2000,0,-38.707984591684564
12,2005,0,-19.139922657409187
12,2010,0,10.830582714856689
12,2015,0,2.6791705397453107
12,2017,0,-0.15375736724297318
16,2000,0,0.0
16,2005,0,0.0
16,2010,0,0.0
16,2015,0,0.0
16,2017,0,0.0
20,2000,0,0.0
20,2005,0,0.0
20,2010,0,0.0
20,2015,0,0.0
20,2017,0,0.0
24,2000,0,-11.021149114488301
24,2005,0,3.218866234696707
24,2010,0,-0.2937111611578405
24,2015,0,-9.439948156154188
24,2017,0,11.814665796743931
28,2000,0,0.0
28,2005,0,0.0
28,2010,0,0.0
28,2015,0,0.0
28,2017,0,0.0
31,2000,0,0.32741115030173074
31,2005,0,4.912742998002848
31,2010,0,-0.32741115030175005
31,2015,0,-3.627549958182185
31,2017,0,-7.681550787659355
32,2000,0,-0.9051746206165365
32,2005,0,-1.0663040228622582
32,2010,0,-0.9119929303984685
32,2015,0,1.178710426155977
32,2017,0,0.12007117583226595
36,2000,0,1.7780955781137173
36,2005,0,-5.713865820269027
36,2010,0,8.80722750884315
36,2015,0,2.171051526815395
36,2017,0,-0.6902116492423657
40,2000,0,0.3161282333153346
40,2005,0,0.28295989737651056
40,2010,0,-0.002261311084701176
40,2015,0,-0.13191717014344184
40,2017,0,-0.11592674239159373
44,2000,0,0.0
44,2005,0,0.0
44,2010,0,0.0
44,2015,0,0.0
44,2017,0,0.0
48,2000,0,0.0
48,2005,0,0.0
48,2010,0,0.0
48,2015,0,0.0
48,2017,0,0.0
50,2000,0,2.1091655514490255
50,2005,0,-1.331221428077358
50,2010,0,-2.4342137949407485
50,2015,0,0.9709429358651838
50,2017,0,0.9709429358651838
51,2000,0,8.808258134686346
51,2005,0,9.578452873370097
51,2010,0,-1.2866442498883197
51,2015,0,-15.916516479212431
51,2017,0,-17.037547970929456
52,2000,0,0.0
52,2005,0,0.0
52,2010,0,0.0
52,2015,0,0.0
52,2017,0,0.0
56,2000,0,0.13999164303967693
56,2005,0,-0.9554299538353763
56,2010,0,1.618053513306155
56,2015,0,-0.6667709802311437
56,2017,0,2.2169804423551964
60,2000,0,0.0
60,2005,0,0.0
60,2010,0,0.0
60,2015,0,0.0
60,2017,0,0.0
64,2000,0,-92.63158154303676
64,2005,0,-7.368427396614111
64,2010,0,8.420957325235104
64,2015,0,38.946993492002335
64,2017,0,31.57862422231131
68,2000,0,-6.7622204148106535
68,2005,0,-3.5359006326335685
68,2010,0,16.078406031952795
68,2015,0,8.113182983427189
68,2017,0,-10.51694717466015
70,2000,0,0.050367734234367814
70,2005,0,-0.05036773423435373
70,2010,0,0.44837284459550264
70,2015,0,-0.19646856917269528
70,2017,0,-3.252612948502226
72,2000,0,-11.325233264765519
72,2005,0,-1.5511377546897986
72,2010,0,-5.552208540039278
72,2015,0,82.84331098639969
72,2017,0,93.77636279060745
76,2000,0,-5.139800852880175
76,2005,0,3.0500981962429963
76,2010,0,4.245184538186949
76,2015,0,-3.955922345809357
76,2017,0,-1.6519006235702116
84,2000,0,-99.99999999999997
84,2005,0,1.5349501096908955
84,2010,0,7.356514049972926
84,2015,0,9.266665292621763
84,2017,0,18.226592627546616
90,2000,0,0.0
90,2005,0,0.0
90,2010,0,0.0
90,2015,0,0.0
90,2017,0,0.0
92,2000,0,0.0
92,2005,0,0.0
92,2010,0,0.0
92,2015,0,0.0
92,2017,0,0.0
96,2000,0,0.0
96,2005,0,0.0
96,2010,0,0.0
96,2015,0,0.0
96,2017,0,0.0
100,2000,0,-0.0360341138354698
100,2005,0,0.21137913710447526
100,2010,0,0.49993812028583473
100,2015,0,-0.422339538772938
100,2017,0,-6.965333733470979
104,2000,0,-37.121686130653345
104,2005,0,-4.976825985683699
104,2010,0,13.83368380403011
104,2015,0,29.195875677799858
104,2017,0,11.853248431726056
108,2000,0,0.0
108,2005,0,0.0
108,2010,0,0.0
108,2015,0,0.0
108,2017,0,0.0
112,2000,0,-0.3819337198230587
112,2005,0,0.07599259573497716
112,2010,0,0.12139642988778256
112,2015,0,-0.10032741682620656
112,2017,0,-0.025197382148422938
116,2000,0,-2.2180936650052137
116,2005,0,-1.0546499261774398
116,2010,0,22.922196450161376
116,2015,0,71.56412336314364
116,2017,0,501.12048418751556
120,2000,0,0.6433074243568552
120,2005,0,-0.11209954974119796
120,2010,0,-0.4570809602994757
120,2015,0,9.393108224423909
120,2017,0,14.142091481831178
124,2000,0,-1.055092641141536
124,2005,0,0.008346126228671247
124,2010,0,-0.008346126228671247
124,2015,0,0.7174547332393528
124,2017,0,0.7174547332393528
132,2000,0,0.0
132,2005,0,0.0
132,2010,0,0.0
132,2015,0,0.0
132,2017,0,0.0
136,2000,0,0.0
136,2005,0,0.0
136,2010,0,0.0
136,2015,0,0.0
136,2017,0,0.0
140,2000,0,0.0
140,2005,0,0.0
140,2010,0,0.0
140,2015,0,0.0
140,2017,0,0.0
144,2000,0,3.1466229615780468
144,2005,0,4.277242143169501
144,2010,0,-4.543062602276976
144,2015,0,-9.250851156141824
144,2017,0,-9.250851156141824
148,2000,0,0.0
148,2005,0,0.0
148,2010,0,0.0
148,2015,0,0.0
148,2017,0,0.0
152,2000,0,-1.8108102687359935
152,2005,0,3.2302418438432645
152,2010,0,-1.622269052546753
152,2015,0,11.41560374955654
152,2017,0,11.41560374955654
156,2000,0,-16.35611039728256
156,2005,0,-5.339639152915133
156,2010,0,4.1050643492517
156,2015,0,14.216525148036627
156,2017,0,15.691666779794868
162,2000,0,0.0
162,2005,0,0.0
162,2010,0,0.0
162,2015,0,0.0
162,2017,0,0.0
166,2000,0,0.0
166,2005,0,0.0
166,2010,0,0.0
166,2015,0,0.0
166,2017,0,0.0
170,2000,0,-2.9706926429548917
170,2005,0,-1.4770426873664277
170,2010,0,0.27252637547016945
170,2015,0,20.362791224297037
170,2017,0,26.912869556343495
174,2000,0,0.0
174,2005,0,0.0
174,2010,0,0.0
174,2015,0,0.0
174,2017,0,0.0
175,2000,0,0.0
175,2005,0,0.0
175,2010,0,0.0
175,2015,0,0.0
175,2017,0,0.0
178,2000,0,-80.18009626639385
178,2005,0,-71.18666667993196
178,2010,0,279.61789963576695
178,2015,0,284.8004343390147
178,2017,0,284.84205164124444
180,2000,0,11.414985107893877
180,2005,0,0.8692595430228305
180,2010,0,-0.8692595430228305
180,2015,0,-10.722184382420668
180,2017,0,-7.584678559092161
184,2000,0,0.0
184,2005,0,0.0
184,2010,0,0.0
184,2015,0,0.0
184,2017,0,0.0
188,2000,0,0.07708882883916596
188,2005,0,-5.1656363182002005
188,2010,0,-2.637132830787543
188,2015,0,1.8775727116819831
188,2017,0,3.472263686128914
191,2000,0,-1.171239095849708
191,2005,0,0.9047176029433368
191,2010,0,1.1598455774828842
191,2015,0,-0.17802598993863708
191,2017,0,-0.26207067170247617
192,2000,0,-2.694576279664908
192,2005,0,-3.3988941442774965
192,2010,0,31.03386510152393
192,2015,0,1.5249962938460973
192,2017,0,1.5249962938460973
