PFAF_ID,id_bgl,start_year,basin_level,permanent_area,Country_ID
112012,112012_231,2017,6,0.0,231
112012,112012_706,2017,6,0.0,706
112013,112013_231,2017,6,0.0,231
112013,112013_706,2017,6,0.0,706
112014,112014_231,2017,6,0.0,231
112014,112014_706,2017,6,0.0,706
112015,112015_706,2017,6,0.0,706
112016,112016_231,2017,6,0.0,231
112016,112016_706,2017,6,0.0,706
112017,112017_231,2017,6,0.0,231
112017,112017_706,2017,6,0.0,706
112018,112018_231,2017,6,0.0,231
112018,112018_706,2017,6,88372168829660.0,706
112019,112019_231,2017,6,-2.5489277624562097,231
112019,112019_706,2017,6,352982594631609.94,706
112020,112020_706,2017,6,0.0,706
112030,112030_706,2017,6,0.0,706
112041,112041_706,2017,6,0.0,706
112042,112042_706,2017,6,0.0,706
112043,112043_706,2017,6,0.0,706
112044,112044_706,2017,6,0.0,706
112045,112045_706,2017,6,0.0,706
112046,112046_231,2017,6,0.0,231
112046,112046_706,2017,6,0.0,706
112047,112047_231,2017,6,0.0,231
112047,112047_706,2017,6,0.0,706
112048,112048_231,2017,6,0.0,231
112049,112049_231,2017,6,-23.78823121286753,231
112050,112050_706,2017,6,0.0,706
112060,112060_706,2017,6,0.0,706
112070,112070_706,2017,6,0.0,706
112111,112111_231,2017,6,1229789102217180.0,231
112111,112111_232,2017,6,69.69580114462136,232
112111,112111_262,2017,6,23.56856948658256,262
112111,112111_706,2017,6,10.870378997021737,706
112112,112112_231,2017,6,0.0,231
112112,112112_706,2017,6,0.0,706
112113,112113_706,2017,6,14.623056509572857,706
112114,112114_231,2017,6,0.0,231
112114,112114_706,2017,6,0.0,706
112115,112115_706,2017,6,181.694348030258,706
112116,112116_706,2017,6,208.8438194043736,706
112117,112117_706,2017,6,51.24337414574314,706
112118,112118_706,2017,6,0.0,706
112119,112119_706,2017,6,147.1864575517997,706
112120,112120_706,2017,6,99.99999999988624,706
112130,112130_706,2017,6,99.10427675937548,706
112140,112140_706,2017,6,2512.6361408275084,706
112150,112150_706,2017,6,129.2363174647251,706
112160,112160_706,2017,6,49.87669335627129,706
112170,112170_706,2017,6,-0.6501591956231262,706
112180,112180_706,2017,6,84.12728795703038,706
112190,112190_706,2017,6,14.817448286141364,706
112200,112200_706,2017,6,0.0,706
112300,112300_706,2017,6,4.437248754600583,706
112400,112400_706,2017,6,97.24627816813432,706
112500,112500_706,2017,6,15.517106570101232,706
112600,112600_706,2017,6,23.333333003916444,706
112700,112700_706,2017,6,19.07224153030789,706
112801,112801_706,2017,6,0.0,706
112802,112802_706,2017,6,0.0,706
112803,112803_706,2017,6,0.0,706
112804,112804_706,2017,6,0.0,706
112805,112805_706,2017,6,0.0,706
112806,112806_706,2017,6,0.0,706
112807,112807_706,2017,6,0.0,706
112808,112808_706,2017,6,0.0,706
112809,112809_706,2017,6,0.0,706
112901,112901_706,2017,6,-58.18309616870288,706
112902,112902_706,2017,6,-21.25427067397387,706
112903,112903_706,2017,6,-42.3091596712704,706
112904,112904_706,2017,6,-4.377107459568375,706
112905,112905_706,2017,6,-32.64397136755668,706
112906,112906_706,2017,6,-20.57362688732271,706
112907,112907_706,2017,6,-39.53682616605301,706
112908,112908_706,2017,6,-60.39792690142583,706
112909,112909_706,2017,6,-23.28361259413859,706
113000,113000_887,2017,6,-16.396393265248275,887
114001,114001_231,2017,6,99.9909297522037,231
114001,114001_404,2017,6,259.9412270705558,404
114002,114002_404,2017,6,0.0,404
114100,114100_706,2017,6,-70.83422406358235,706
114210,114210_404,2017,6,0.0,404
114210,114210_706,2017,6,1185460.6814379306,706
114221,114221_706,2017,6,0.0,706
114222,114222_706,2017,6,89378270786250.0,706
114223,114223_706,2017,6,0.0,706
114224,114224_231,2017,6,-63.99788550156029,231
114224,114224_404,2017,6,279.6372470523879,404
114224,114224_706,2017,6,0.0,706
114225,114225_706,2017,6,0.0,706
114226,114226_404,2017,6,0.0,404
114226,114226_706,2017,6,0.0,706
114227,114227_231,2017,6,356762588489799.94,231
114227,114227_404,2017,6,337.8709344023241,404
114227,114227_706,2017,6,0.0,706
114228,114228_231,2017,6,89141284115610.0,231
114229,114229_231,2017,6,-36.84773969899998,231
114229,114229_404,2017,6,0.0,404
114230,114230_706,2017,6,0.0,706
114240,114240_404,2017,6,0.0,404
114240,114240_706,2017,6,0.0,706
114250,114250_404,2017,6,0.0,404
114250,114250_706,2017,6,0.0,706
114260,114260_404,2017,6,0.0,404
114270,114270_404,2017,6,0.0,404
114281,114281_404,2017,6,0.0,404
114282,114282_404,2017,6,0.0,404
114283,114283_404,2017,6,0.0,404
114284,114284_404,2017,6,0.0,404
114285,114285_404,2017,6,0.0,404
114286,114286_404,2017,6,0.0,404
114287,114287_404,2017,6,0.0,404
114288,114288_404,2017,6,268138817045830.0,404
114289,114289_404,2017,6,84.62921567604492,404
114290,114290_404,2017,6,29.78212778168282,404
114300,114300_706,2017,6,665.0599718382609,706
114410,114410_706,2017,6,0.0,706
114411,114411_706,2017,6,75.09174882195111,706
114412,114412_706,2017,6,66.66810335302142,706
114413,114413_706,2017,6,-97.3377132638012,706
114414,114414_706,2017,6,233.34174788948903,706
114416,114416_706,2017,6,0.0,706
114417,114417_706,2017,6,-98.65097256666022,706
114418,114418_706,2017,6,50.009064239350565,706
114419,114419_706,2017,6,-97.53488626115558,706
114420,114420_231,2017,6,0.0,231
114420,114420_706,2017,6,99.99283337054312,706
114430,114430_231,2017,6,-91.04881763145087,231
114430,114430_706,2017,6,-96.57308606112537,706
114441,114441_231,2017,6,0.0,231
114441,114441_404,2017,6,0.0,404
114441,114441_706,2017,6,0.0,706
114442,114442_404,2017,6,0.0,404
114442,114442_706,2017,6,0.0,706
114443,114443_231,2017,6,111.43849784224209,231
114443,114443_404,2017,6,55.10546397439965,404
114444,114444_231,2017,6,89053437113760.0,231
114445,114445_231,2017,6,99.9986219847175,231
114446,114446_231,2017,6,-66.67228221417558,231
114447,114447_231,2017,6,-63.15796372204142,231
114448,114448_231,2017,6,36.63009884925923,231
114449,114449_231,2017,6,-43.759314835076665,231
114450,114450_231,2017,6,-73.75146648116181,231
114460,114460_231,2017,6,30.86376233582308,231
114470,114470_231,2017,6,-44.57861316049745,231
114480,114480_231,2017,6,99.72372661367982,231
114490,114490_231,2017,6,-46.91860807625372,231
114500,114500_706,2017,6,-99.89832294388454,706
114601,114601_706,2017,6,-0.0218660261666927,706
114602,114602_706,2017,6,-3.0244881155420217e-06,706
114603,114603_706,2017,6,0.0,706
114604,114604_706,2017,6,350.0229571705896,706
114605,114605_706,2017,6,178558129118749.97,706
114606,114606_706,2017,6,-78.95099715583986,706
114607,114607_706,2017,6,699.8956804182228,706
114608,114608_706,2017,6,0.0,706
114609,114609_706,2017,6,89198345085600.0,706
114701,114701_706,2017,6,59.99030695928192,706
114702,114702_706,2017,6,29156.506649003742,706
114703,114703_706,2017,6,207.2553479658624,706
114704,114704_706,2017,6,0.0,706
114705,114705_706,2017,6,0.0,706
114706,114706_231,2017,6,0.0,231
114706,114706_706,2017,6,0.0,706
114707,114707_231,2017,6,0.0,231
114707,114707_706,2017,6,0.0,706
114708,114708_231,2017,6,0.0,231
114708,114708_706,2017,6,0.0,706
114709,114709_231,2017,6,0.0,231
114801,114801_231,2017,6,0.0,231
114802,114802_231,2017,6,0.0,231
114803,114803_231,2017,6,0.0,231
114804,114804_231,2017,6,0.0,231
114805,114805_231,2017,6,0.0,231
114806,114806_231,2017,6,0.0,231
114807,114807_231,2017,6,0.0,231
114808,114808_231,2017,6,0.0,231
114809,114809_231,2017,6,-33.48747574752113,231
114910,114910_231,2017,6,-98.10702700881464,231
114910,114910_706,2017,6,0.0,706
114920,114920_231,2017,6,20.34051377840149,231
114931,114931_231,2017,6,0.0,231
114932,114932_231,2017,6,0.0,231
114933,114933_231,2017,6,0.0,231
114934,114934_231,2017,6,0.0,231
114935,114935_231,2017,6,163.6386327588047,231
114936,114936_231,2017,6,0.0,231
114937,114937_231,2017,6,0.0,231
114938,114938_231,2017,6,88735006283960.0,231
114939,114939_231,2017,6,0.0,231
114940,114940_231,2017,6,974095694255080.0,231
114950,114950_231,2017,6,-49.99999999997181,231
114960,114960_231,2017,6,-96.28398801208476,231
114970,114970_231,2017,6,0.0,231
114980,114980_231,2017,6,971493846736840.0,231
114990,114990_231,2017,6,6.229404429669618,231
115101,115101_834,2017,6,19.15705481229835,834
115102,115102_834,2017,6,42.8667810220022,834
115103,115103_834,2017,6,-4.157876916086374,834
115201,115201_834,2017,6,-80.02518988247753,834
115202,115202_834,2017,6,-95.13257548360728,834
115203,115203_834,2017,6,181.98604007307884,834
115204,115204_834,2017,6,233.54028430854493,834
115205,115205_404,2017,6,2395.317193516677,404
115205,115205_834,2017,6,211.57064901670628,834
115206,115206_834,2017,6,17.659872112462203,834
115207,115207_834,2017,6,-99.99999999996264,834
115208,115208_404,2017,6,543.9568950045108,404
115208,115208_834,2017,6,0.0,834
115209,115209_404,2017,6,3211.9538700446506,404
115300,115300_404,2017,6,36.998139015493294,404
115410,115410_404,2017,6,-0.0041960150700745,404
115421,115421_404,2017,6,0.758175621339108,404
115422,115422_404,2017,6,0.4252713841766598,404
115423,115423_404,2017,6,0.895088281552515,404
115424,115424_404,2017,6,-29.9884746408233,404
115424,115424_800,2017,6,-0.0088951984421566,800
115425,115425_404,2017,6,2.1813873248680538,404
115426,115426_404,2017,6,535759783815589.94,404
115427,115427_404,2017,6,8137972970725970.0,404
115428,115428_404,2017,6,0.0,404
115429,115429_404,2017,6,26.894500161694484,404
115430,115430_231,2017,6,24.346655047549536,231
115430,115430_404,2017,6,0.3967637662990445,404
115440,115440_231,2017,6,2709.2850561363557,231
115440,115440_404,2017,6,22.531154267821897,404
115440,115440_728,2017,6,59.98256974448624,728
115451,115451_404,2017,6,0.0,404
115452,115452_231,2017,6,38.15997340209873,231
115452,115452_404,2017,6,0.0,404
115453,115453_231,2017,6,39.841403143947296,231
115453,115453_404,2017,6,18.80209479530536,404
115454,115454_231,2017,6,0.0,231
115455,115455_231,2017,6,-26.074260416575,231
115456,115456_231,2017,6,1.46012011048151e+17,231
115457,115457_231,2017,6,5865541147068140.0,231
115458,115458_231,2017,6,0.0,231
115459,115459_231,2017,6,-5.743008241727945,231
115460,115460_231,2017,6,249.95433993525415,231
115470,115470_231,2017,6,-8.573776021096458,231
115480,115480_231,2017,6,0.9296323271847572,231
115490,115490_231,2017,6,162.19592690081558,231
115501,115501_728,2017,6,0.0,728
115502,115502_404,2017,6,0.0,404
115502,115502_728,2017,6,0.0,728
115502,115502_800,2017,6,0.0,800
115503,115503_728,2017,6,0.0,728
115504,115504_231,2017,6,0.0,231
115504,115504_728,2017,6,0.0,728
115505,115505_404,2017,6,0.0,404
115505,115505_728,2017,6,0.0,728
115506,115506_404,2017,6,89165690587830.0,404
115506,115506_728,2017,6,0.0,728
115506,115506_800,2017,6,0.0,800
115507,115507_404,2017,6,0.0,404
115507,115507_728,2017,6,0.0,728
115508,115508_404,2017,6,0.0,404
115508,115508_728,2017,6,0.0,728
115509,115509_404,2017,6,89212687453250.0,404
115509,115509_800,2017,6,0.0,800
115601,115601_404,2017,6,0.0,404
115602,115602_231,2017,6,5594.159403164498,231
115602,115602_404,2017,6,0.0,404
115603,115603_231,2017,6,0.0,231
115604,115604_231,2017,6,2.0584597172687,231
115605,115605_231,2017,6,4.575339162498771,231
115606,115606_231,2017,6,-1.0971603568319943,231
115607,115607_231,2017,6,-1.1489711063507613,231
115608,115608_231,2017,6,-6.030511610345161,231
115711,115711_231,2017,6,-20.267571474886395,231
115712,115712_231,2017,6,-59.43185870842934,231
115712,115712_262,2017,6,-29.75659723559305,262
115713,115713_231,2017,6,-99.99999999999996,231
115714,115714_231,2017,6,-98.47754992964012,231
115714,115714_706,2017,6,0.0,706
115715,115715_231,2017,6,-1.0978753228935398,231
115715,115715_262,2017,6,-16.870395785398927,262
115716,115716_231,2017,6,-0.465288375330499,231
115717,115717_231,2017,6,9.374069051884364,231
115718,115718_231,2017,6,940.0297687115903,231
115719,115719_231,2017,6,8.546339173205599,231
115720,115720_231,2017,6,0.0,231
115730,115730_231,2017,6,2.7710779213230096e+17,231
115740,115740_231,2017,6,87747746147210.0,231
115750,115750_231,2017,6,41.06836297445649,231
115801,115801_231,2017,6,176.5507734090995,231
115802,115802_231,2017,6,4.957956482649898,231
115803,115803_231,2017,6,8.143577813848873,231
115803,115803_232,2017,6,34.19180115269284,232
115804,115804_232,2017,6,0.0,232
115805,115805_231,2017,6,0.0,231
115806,115806_231,2017,6,114.4416968462636,231
115807,115807_231,2017,6,0.0,231
115808,115808_231,2017,6,0.0,231
115808,115808_232,2017,6,0.0,232
115809,115809_231,2017,6,0.6673007075604699,231
115809,115809_232,2017,6,86900102905920.0,232
115900,115900_231,2017,6,121.299143224975,231
115900,115900_262,2017,6,-0.605903028708402,262
116001,116001_834,2017,6,-4.954531867845597,834
116002,116002_834,2017,6,-3.800008487510312,834
116002,116002_894,2017,6,49.97830958376442,894
116003,116003_834,2017,6,-0.5013500987721791,834
116004,116004_834,2017,6,-5.467837661330213,834
116005,116005_834,2017,6,-2.631665365852086,834
116006,116006_834,2017,6,0.0,834
116007,116007_834,2017,6,0.0,834
116008,116008_834,2017,6,0.0,834
116009,116009_834,2017,6,3.56914592382964e+16,834
117000,117000_454,2017,6,-63.90964671780165,454
117000,117000_508,2017,6,-78.14929437399563,508
117100,117100_706,2017,6,0.0,706
117101,117101_706,2017,6,46.61013013586592,706
117102,117102_404,2017,6,0.0,404
117102,117102_706,2017,6,5.366144054927936,706
117103,117103_706,2017,6,141.557931816378,706
117104,117104_404,2017,6,0.0,404
117104,117104_706,2017,6,18.62091405175444,706
117105,117105_404,2017,6,1.7490833013781386,404
117105,117105_706,2017,6,27.444379686090524,706
117106,117106_404,2017,6,8.354447474051588,404
117107,117107_404,2017,6,8.91283700379172,404
117108,117108_404,2017,6,7.625559937805676,404
117109,117109_404,2017,6,15.922148216356623,404
117201,117201_404,2017,6,19.038651184048422,404
117202,117202_404,2017,6,5633.729182194488,404
117203,117203_404,2017,6,169.84443833389489,404
117204,117204_404,2017,6,70.06686640628551,404
117205,117205_404,2017,6,166.64392566232544,404
117206,117206_404,2017,6,400.0216897033047,404
117207,117207_404,2017,6,10.000131683864971,404
117208,117208_404,2017,6,584.1750060006805,404
117209,117209_404,2017,6,-6.643818127566735,404
117300,117300_834,2017,6,2.173089530435698,834
117310,117310_404,2017,6,24.07849532504649,404
117320,117320_404,2017,6,15.212687614180162,404
117320,117320_834,2017,6,0.0139553406976303,834
117321,117321_404,2017,6,0.0,404
117322,117322_404,2017,6,5.222536425205632,404
117323,117323_404,2017,6,18.74842714543905,404
117324,117324_404,2017,6,-80.14318943777027,404
117324,117324_834,2017,6,0.0,834
117325,117325_404,2017,6,299.9789893081824,404
117326,117326_404,2017,6,53.84826871447893,404
117327,117327_404,2017,6,278.55509882550325,404
117328,117328_404,2017,6,43.15503653530751,404
117329,117329_404,2017,6,36.171276363490456,404
117331,117331_404,2017,6,27.497371055267127,404
117332,117332_404,2017,6,-3.493529770518232,404
117333,117333_404,2017,6,7.271380825393361,404
117334,117334_404,2017,6,2.241359492075872,404
117335,117335_404,2017,6,0.9148694393624868,404
117336,117336_404,2017,6,3.362491236437785,404
117337,117337_404,2017,6,3.462443963469146,404
117338,117338_404,2017,6,-7.925323013566032,404
117338,117338_834,2017,6,113.33333623654258,834
117339,117339_834,2017,6,14.300117318827626,834
117340,117340_834,2017,6,0.0,834
117341,117341_834,2017,6,0.3747152191003868,834
117342,117342_834,2017,6,34.069164726366374,834
117343,117343_834,2017,6,89041033061219.98,834
117344,117344_834,2017,6,323.1098584857302,834
117345,117345_834,2017,6,-3.190940136176507,834
117346,117346_834,2017,6,6.792878931173535,834
117347,117347_834,2017,6,113.3168035201121,834
117348,117348_404,2017,6,0.214063143410525,404
117348,117348_834,2017,6,2.0731265528721026,834
117349,117349_834,2017,6,353.18856440810134,834
117350,117350_834,2017,6,1.4014546737079376,834
117360,117360_834,2017,6,60.75946816908678,834
117361,117361_834,2017,6,67.19531862943016,834
117362,117362_834,2017,6,41.18934783304619,834
117363,117363_834,2017,6,564.191407668359,834
117364,117364_834,2017,6,0.0,834
117365,117365_834,2017,6,0.0,834
117366,117366_834,2017,6,164.44735559685185,834
117367,117367_834,2017,6,-99.9999999997747,834
117368,117368_834,2017,6,23.83712454985233,834
117369,117369_834,2017,6,-12.384316573601415,834
117370,117370_834,2017,6,13.036832066772522,834
117380,117380_834,2017,6,6.527956314398116,834
117390,117390_834,2017,6,34.10679053852247,834
117400,117400_834,2017,6,386.35197214404775,834
117410,117410_834,2017,6,3.3792962963755078,834
117420,117420_834,2017,6,15.8252128560654,834
117430,117430_834,2017,6,-5.113943610379184,834
117441,117441_834,2017,6,-7.035723425278392,834
117442,117442_834,2017,6,-37.25181879832027,834
117443,117443_834,2017,6,-0.8525941329780564,834
117444,117444_834,2017,6,20.00033518609413,834
117445,117445_834,2017,6,-0.1784539263489257,834
117446,117446_834,2017,6,10.963309152560615,834
117447,117447_834,2017,6,-0.6160532806518847,834
117448,117448_834,2017,6,-11.689652110911432,834
117449,117449_834,2017,6,-15.144283608215522,834
117450,117450_834,2017,6,-11.59036316285061,834
117460,117460_834,2017,6,-71.3911123961757,834
117470,117470_834,2017,6,-99.99999999977454,834
117480,117480_834,2017,6,2.8857719291165247,834
117490,117490_834,2017,6,43.61275331521878,834
117501,117501_834,2017,6,1.8282804481727188,834
117502,117502_834,2017,6,-23.14506801440196,834
117503,117503_834,2017,6,-21.66848650962468,834
117504,117504_834,2017,6,0.3995187372001675,834
117505,117505_834,2017,6,6.282542810681808,834
117506,117506_834,2017,6,2511.1525189848426,834
117507,117507_834,2017,6,83.50380099582,834
117508,117508_834,2017,6,-13.543269313196111,834
117509,117509_834,2017,6,-8.820557760415088,834
117610,117610_508,2017,6,-7.471461106499204,508
117610,117610_834,2017,6,-8.925232828463853,834
117621,117621_508,2017,6,0.9667953635209954,508
117622,117622_508,2017,6,-23.27845248819982,508
117623,117623_508,2017,6,-6.835748124062818,508
117624,117624_508,2017,6,224.99952221659692,508
117625,117625_508,2017,6,0.6954097750038468,508
117626,117626_508,2017,6,144.44454842235552,508
117627,117627_508,2017,6,4.186124679245495,508
117628,117628_454,2017,6,0.0,454
117628,117628_508,2017,6,-27.660543597008687,508
117629,117629_454,2017,6,-75.47588544190916,454
117629,117629_508,2017,6,-34.508029725618584,508
117630,117630_508,2017,6,-12.971714092271409,508
117630,117630_834,2017,6,-6.017602417067528,834
117640,117640_834,2017,6,-81.24428896818266,834
117650,117650_508,2017,6,-6.202940148419833,508
117650,117650_834,2017,6,-7.592083646399071,834
117660,117660_508,2017,6,26.257468662460088,508
117670,117670_508,2017,6,-0.7278079692215601,508
117670,117670_834,2017,6,-4.698655335098884,834
117680,117680_508,2017,6,0.0,508
117680,117680_834,2017,6,339.8445192915918,834
117690,117690_508,2017,6,-22.61092298857996,508
117690,117690_834,2017,6,0.0,834
117701,117701_508,2017,6,32.38820704971651,508
117702,117702_508,2017,6,5.604191295421281,508
117703,117703_508,2017,6,41.80326143819631,508
117704,117704_508,2017,6,0.0999918887109258,508
117705,117705_508,2017,6,24.99721454214722,508
117706,117706_508,2017,6,-1.4902727922091428,508
117707,117707_508,2017,6,33.14802807323406,508
117708,117708_508,2017,6,61.30694906350088,508
117709,117709_508,2017,6,-0.5647601411861927,508
117801,117801_508,2017,6,-23.50715230289797,508
117802,117802_508,2017,6,10.399960567303289,508
117803,117803_508,2017,6,-12.959028668605246,508
117804,117804_508,2017,6,0.0,508
117805,117805_508,2017,6,-18.405916046271827,508
117806,117806_508,2017,6,0.0,508
117807,117807_508,2017,6,36.31024194363154,508
117808,117808_508,2017,6,0.0,508
117809,117809_508,2017,6,4.311912886414878,508
117911,117911_508,2017,6,18.199881812821115,508
117912,117912_508,2017,6,-99.99999999994228,508
117913,117913_508,2017,6,12.040812184109797,508
117914,117914_508,2017,6,131.7758632152412,508
117915,117915_508,2017,6,1.7853149853450052,508
117916,117916_508,2017,6,14.829459382593544,508
117917,117917_508,2017,6,7.701285135643338,508
117918,117918_508,2017,6,27.08590028211356,508
117919,117919_508,2017,6,11.532136101359242,508
117920,117920_508,2017,6,0.5938186792343154,508
117930,117930_508,2017,6,15.83208987192216,508
117940,117940_508,2017,6,-15.81060932565011,508
117950,117950_508,2017,6,12.044582247424207,508
117960,117960_508,2017,6,13.975595863955,508
117970,117970_508,2017,6,21.587121313143584,508
117980,117980_508,2017,6,27.474134085214875,508
117990,117990_508,2017,6,84.4886275252831,508
121000,121000_508,2017,6,54.9211197549292,508
122100,122100_508,2017,6,1.3023761473717537,508
122211,122211_454,2017,6,0.8255981744608109,454
122211,122211_508,2017,6,1.0624424416223122,508
122212,122212_508,2017,6,1285336352884770.0,508
122213,122213_454,2017,6,4.0186796365604325,454
122213,122213_508,2017,6,7.3365427333896465,508
122214,122214_454,2017,6,3.83846134010214,454
122214,122214_508,2017,6,83.43020369117323,508
122215,122215_454,2017,6,-7.939643738431985,454
122215,122215_508,2017,6,0.0,508
122216,122216_454,2017,6,45.77169074757051,454
122216,122216_508,2017,6,0.0,508
122217,122217_454,2017,6,-1.0316076071604543,454
122217,122217_508,2017,6,0.0,508
122218,122218_454,2017,6,-0.4831794723509072,454
122218,122218_508,2017,6,0.0,508
122219,122219_454,2017,6,-0.1630428601276641,454
122220,122220_454,2017,6,-0.0741005498662941,454
122220,122220_508,2017,6,0.0,508
122230,122230_454,2017,6,-0.2802802654124401,454
122230,122230_508,2017,6,-0.0403711467502101,508
122240,122240_454,2017,6,-0.7089170423054341,454
122250,122250_454,2017,6,-0.1626958324585579,454
122250,122250_508,2017,6,-0.1061110915711071,508
122260,122260_454,2017,6,-0.2332358104301073,454
122260,122260_508,2017,6,0.0,508
122260,122260_894,2017,6,0.0,894
122270,122270_454,2017,6,-0.0782396580888145,454
122270,122270_508,2017,6,-0.0262910073565131,508
122270,122270_834,2017,6,-24.00637307939473,834
122281,122281_454,2017,6,0.0,454
122282,122282_454,2017,6,-0.1518248352181506,454
122282,122282_834,2017,6,-20.33015815097969,834
122283,122283_454,2017,6,-0.1025131038635797,454
122283,122283_834,2017,6,-3.598335162129465,834
122284,122284_454,2017,6,-0.0704251719756594,454
122284,122284_894,2017,6,0.0,894
122285,122285_454,2017,6,-0.0065894770575678,454
122285,122285_834,2017,6,17.554543420300487,834
122286,122286_454,2017,6,-0.5294931004308603,454
122287,122287_454,2017,6,-0.0111553686844851,454
122287,122287_834,2017,6,0.1418027907304775,834
122288,122288_454,2017,6,-0.4026288307662782,454
122288,122288_834,2017,6,-2.421210014534477,834
122289,122289_454,2017,6,-0.418561100138642,454
122289,122289_834,2017,6,-99.99999999999616,834
122289,122289_894,2017,6,0.0,894
122290,122290_454,2017,6,-0.1311623560938901,454
122290,122290_894,2017,6,0.0,894
122310,122310_454,2017,6,0.0,454
122310,122310_508,2017,6,4.392553199981617,508
122321,122321_508,2017,6,6.539028126826504,508
122322,122322_508,2017,6,7.605622375697576,508
122322,122322_716,2017,6,-4.274093240655017,716
122323,122323_508,2017,6,187.56348705205403,508
122324,122324_508,2017,6,-99.99999999988334,508
122324,122324_716,2017,6,-12.784526462821985,716
122325,122325_508,2017,6,0.0,508
122326,122326_508,2017,6,0.0,508
122327,122327_508,2017,6,0.0,508
122328,122328_508,2017,6,0.0,508
122329,122329_508,2017,6,0.0,508
122329,122329_716,2017,6,-3.35964905162281,716
122330,122330_508,2017,6,6.664455306306668,508
122340,122340_454,2017,6,0.0,454
122340,122340_508,2017,6,5.9849178834045365,508
122350,122350_508,2017,6,1.1933171629261163,508
122360,122360_454,2017,6,-4.918046208881226,454
122360,122360_508,2017,6,36.38197478737382,508
122360,122360_894,2017,6,55.85688428244677,894
122371,122371_508,2017,6,0.2752340553964781,508
122372,122372_508,2017,6,0.4160821866433403,508
122373,122373_508,2017,6,5.738987297757149,508
122374,122374_508,2017,6,28.55726287062496,508
122374,122374_894,2017,6,219.98172308009427,894
122375,122375_508,2017,6,-14.67689953927417,508
122376,122376_508,2017,6,-6.272501331585397,508
122376,122376_716,2017,6,-4.096776020682308,716
122377,122377_508,2017,6,-32.46572949397914,508
122378,122378_508,2017,6,-84.34716706384751,508
122379,122379_508,2017,6,-80.30684760832611,508
122380,122380_508,2017,6,-66.04079802056974,508
122380,122380_716,2017,6,-20.32295698179017,716
122390,122390_508,2017,6,-5.959540265228743,508
122410,122410_508,2017,6,-46.05836493747266,508
122410,122410_894,2017,6,-35.4942787109702,894
122421,122421_894,2017,6,-7.432997677485967,894
122422,122422_894,2017,6,-2.275864942981767,894
122423,122423_894,2017,6,-19.113342076014582,894
122424,122424_894,2017,6,-4.142364919818945,894
122425,122425_894,2017,6,-79.48368442071701,894
122426,122426_894,2017,6,527.5658235966803,894
122427,122427_894,2017,6,31.710381494554703,894
122428,122428_894,2017,6,200.0244066387944,894
122429,122429_180,2017,6,0.0,180
122429,122429_894,2017,6,126.1755653858488,894
122430,122430_508,2017,6,0.0,508
122430,122430_894,2017,6,-29.4384855242116,894
122440,122440_454,2017,6,0.0,454
122440,122440_894,2017,6,9.107861148416957,894
122450,122450_454,2017,6,0.0,454
122450,122450_894,2017,6,-50.6906411576974,894
122460,122460_894,2017,6,45.365492283046336,894
122470,122470_894,2017,6,-10.266390478434973,894
122480,122480_454,2017,6,0.0,454
122480,122480_894,2017,6,29.482298958096465,894
122491,122491_894,2017,6,90.57488392413666,894
