id_bgl,basin_level,start_year,t_score,p_t,u_score,mean,std,alpha,thd_low,thd_high,baseline_median,delta,p_u,p_thd,decision
111011_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111012_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111013_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111014_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111015_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111016_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111017_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111018_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111019_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111020_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111020_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111030_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111030_818,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111041_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111042_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111043_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111044_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111045_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111046_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111047_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111048_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111049_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111050_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111060_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111070_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111081_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111081_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111082_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111082_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111083_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111083_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111084_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111084_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111085_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111085_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111086_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111087_232,6,2017,8.612458760302417,2.457701881357202e-08,89.5,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,3.2410673432575995e+18,0.0042500777316508,0.025,-99
111088_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111089_232,6,2017,1.4534598098860785,0.1948323041599263,69.5,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.4652998409583235,5.565784062284914,0.1956533452679775,0.025,0
111090_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111091_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111092_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111093_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111093_729,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111094_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111095_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
111096_232,6,2017,,,50.0,-0.0857345316429409,1.753821090649771,1.0,-1.839555622292712,1.6680865590068301,0.0,0.0,1.0,0.025,-99
