PFAF_ID,id,t_score,u_score,p_t,p_u,p_u_thd_0.01,sign
482492,482492_156,3.5871049481958552,95.5,0.0167121474821154,0.0011783183731236,1.0,1.0
482498,482498_156,3.590977816755463,89.5,0.0052742577031383,0.0080240023321337,1.0,1.0
482499,482499_156,3.313818809108138,92.5,0.0217481949322358,0.0043038765583129,1.0,1.0
482501,482501_156,5.651772460905053,91.5,1.0707137375374473e-05,0.0053196860629577,1.0,1.0
482600,482600_1013,5.157726167983624,95.5,0.0006723940864328,0.0022214145869887,1.0,1.0
482600,482600_156,4.346051701556826,94.5,0.0058712424615038,0.0027812249343891,1.0,1.0
482670,482670_156,9.299417770865452,94.5,5.041582846053077e-09,0.0007302588789997,1.0,1.0
482700,482700_156,5.114054348236197,95.5,5.245549037078623e-05,0.0022214145869887,1.0,1.0
482702,482702_398,3.014270134332529,87.5,0.0071326452595087,0.0090887559544515,1.0,1.0
482706,482706_156,5.977199113122359,91.5,5.6247990762759705e-06,0.0053196860629577,1.0,1.0
482807,482807_156,9.000151885282268,94.5,1.7564275588475325e-08,0.0027812249343891,1.0,1.0
482920,482920_156,2.5887205185199,90.5,0.0436291963231714,0.0065472876128609,1.0,1.0
482970,482970_156,-6.635261208772273,-8.5,2.6217675837708888e-06,0.0053196860629577,1.0,-1.0
483011,483011_156,6.1057295518460455,95.5,3.236390005212935e-06,0.0022214145869887,1.0,1.0
483012,483012_156,4.953072792970526,94.5,5.511362996354249e-05,0.0027812249343891,1.0,1.0
483013,483013_156,5.286503565286507,95.5,2.659470507584936e-05,0.0022214145869887,1.0,1.0
483014,483014_156,4.897746810687025,94.5,6.551921737826115e-05,0.0027812249343891,1.0,1.0
483015,483015_156,4.300757427630629,94.5,0.0003887441983211,0.0027812249343891,1.0,1.0
483033,483033_156,6.714251405134778,95.5,1.2392696012318815e-06,0.0022214145869887,1.0,1.0
483034,483034_156,4.511734281473142,93.5,0.0001823987540133,0.0034671931907658,1.0,1.0
483035,483035_156,5.017189972214149,95.5,0.0020691922217406,0.0022214145869887,1.0,1.0
483040,483040_156,5.640691316489068,95.5,5.339592793678369e-05,0.0022214145869887,1.0,1.0
483052,483052_156,4.186631232206019,91.5,0.0041333817845743,0.0053196860629577,1.0,1.0
483053,483053_156,4.816223795773921,95.5,9.087953005144422e-05,0.0022214145869887,1.0,1.0
483054,483054_156,3.065817753110859,89.5,0.0257707225975154,0.0080240023321337,1.0,1.0
483055,483055_156,6.260966682251802,95.5,2.2910146762537237e-06,0.0022214145869887,1.0,1.0
483057,483057_156,3.3438294253876286,92.5,0.01823997504464,0.0043038765583129,1.0,1.0
491101,491101_156,3.612876216252836,95.5,0.0166033332853547,0.0022214145869887,1.0,1.0
491102,491102_156,5.636619765033091,95.5,0.0006719261598143,0.0022214145869887,1.0,1.0
491103,491103_156,5.017894788817771,95.5,0.0001329682813908,0.0022214145869887,1.0,1.0
491104,491104_156,4.813964055698078,94.5,0.0005387729358528,0.0027812249343891,1.0,1.0
491105,491105_156,7.927506012032943,93.5,1.313942141567126e-07,0.0034671931907658,1.0,1.0
491106,491106_156,2.661285171312161,89.5,0.0526314749706821,0.0080240023321337,1.0,1.0
491107,491107_156,5.878979217054591,95.5,6.6615612903406e-05,0.0022214145869887,1.0,1.0
491108,491108_156,6.098071011621594,93.5,9.555202123114714e-06,0.0034671931907658,1.0,1.0
491201,491201_156,7.271405337995205,95.5,2.1275600105891922e-07,0.0022214145869887,1.0,1.0
491202,491202_156,8.212283316449378,95.5,3.841021344292732e-08,0.0022214145869887,1.0,1.0
491203,491203_156,6.75664249966216,93.5,1.5904187665786158e-06,0.0034671931907658,1.0,1.0
491204,491204_156,6.893984174359837,91.5,6.828542909970294e-07,0.0053196860629577,1.0,1.0
491205,491205_156,6.608134587978029,93.5,1.028477508172213e-06,0.0034671931907658,1.0,1.0
491206,491206_156,5.41792548017445,95.5,2.1747434834888376e-05,0.0022214145869887,1.0,1.0
491207,491207_156,4.445924246813131,91.5,0.0002009748720248,0.0053196860629577,1.0,1.0
491208,491208_156,4.670715633529752,95.5,0.0001101952980925,0.0022214145869887,1.0,1.0
491209,491209_156,6.774760037150742,92.5,8.999164890122337e-07,0.0043038765583129,1.0,1.0
491302,491302_156,5.581655882502379,95.5,0.0007168850742225,0.0022214145869887,1.0,1.0
491303,491303_156,5.536091329043068,95.5,7.119977875395202e-05,0.0022214145869887,1.0,1.0
491304,491304_156,5.277130154939135,95.5,2.3523488131090173e-05,0.0022214145869887,1.0,1.0
491305,491305_156,6.069697516128804,95.5,1.1195114005461632e-05,0.0022214145869887,1.0,1.0
491401,491401_156,4.127114485537263,95.5,0.0058163654608951,0.0022214145869887,1.0,1.0
491402,491402_156,4.611508610875307,95.5,0.0039535389025405,0.0022214145869887,1.0,1.0
491403,491403_156,5.344637201202978,95.5,0.0005261723768167,0.0022214145869887,1.0,1.0
491404,491404_156,4.779145424716794,95.5,0.0015309389695695,0.0022214145869887,1.0,1.0
491406,491406_156,4.498282037993377,94.5,0.0020900201180203,0.0027812249343891,1.0,1.0
491407,491407_156,5.49561538500348,95.5,6.240033039395627e-05,0.0022214145869887,1.0,1.0
491501,491501_156,4.59673246254439,95.5,0.0001362767393924,0.0022214145869887,1.0,1.0
491701,491701_156,4.698909260120319,95.5,0.0001054300188928,0.0022214145869887,1.0,1.0
491702,491702_156,4.803499393485864,95.5,7.639000963603992e-05,0.0022214145869887,1.0,1.0
491704,491704_156,4.706876764298967,95.5,9.68343896637197e-05,0.0022214145869887,1.0,1.0
491705,491705_156,5.454036537667886,95.5,1.5682481873487828e-05,0.0022214145869887,1.0,1.0
491706,491706_156,4.261468635181947,91.5,0.000305994107862,0.0053196860629577,1.0,1.0
491707,491707_156,4.401063067740138,90.5,0.0002231512890859,0.0065472876128609,1.0,1.0
491708,491708_156,4.527258093224234,95.5,0.0001553767495522,0.0022214145869887,1.0,1.0
491709,491709_156,5.751463321680662,95.5,1.9224986597534037e-05,0.0022214145869887,1.0,1.0
492010,492010_156,6.60981374436721,95.5,1.0086109174850474e-06,0.0022214145869887,1.0,1.0
492020,492020_156,6.3202614855967,95.5,1.893861119841341e-06,0.0022214145869887,1.0,1.0
492031,492031_156,6.217214591083958,95.5,2.891243976905547e-06,0.0022214145869887,1.0,1.0
