id_bgl,start_year,basin_level,seasonal_area
111_232,2000,3,-3.0978658404763446
111_232,2005,3,-7.667535683197271
111_232,2010,3,-5.86343191363181
111_232,2015,3,27.897409527376883
111_232,2017,3,35.6069946975161
111_729,2000,3,-16.831997269316666
111_729,2005,3,-5.82765460324781
111_729,2010,3,17.172521368274477
111_729,2015,3,45.73682787561381
111_729,2017,3,79.14083612293832
111_818,2000,3,8.116392158913266
111_818,2005,3,4.762716682958283
111_818,2010,3,-6.880474800433148
111_818,2015,3,-1.8003867351490854
111_818,2017,3,-1.8003867351490854
112_231,2000,3,-34.94751035892648
112_231,2005,3,-2.642551214961703
112_231,2010,3,17.17075954468526
112_231,2015,3,26.20494819347339
112_231,2017,3,26.20494819347339
112_232,2000,3,-10.576330391585765
112_232,2005,3,-0.7180608691445929
112_232,2010,3,0.6152361948469635
112_232,2015,3,84.68347622555397
112_232,2017,3,95.40066555622778
112_262,2000,3,-15.570561828162246
112_262,2005,3,-2.4311372748459776
112_262,2010,3,1.6475268605285884
112_262,2015,3,124.76672011532051
112_262,2017,3,130.39745083336328
112_706,2000,3,-6.592338318277075
112_706,2005,3,-3.0040820016918937
112_706,2010,3,-5.555840445878619
112_706,2015,3,19.793777688850174
112_706,2017,3,34.69881588439081
113_887,2000,3,-14.294679079248548
113_887,2005,3,-1.5071836185187548
113_887,2010,3,-4.015973072977615
113_887,2015,3,91.99837626110411
113_887,2017,3,98.89228477392736
114_231,2000,3,-33.989951369440874
114_231,2005,3,-2.37406702858164
114_231,2010,3,13.9118332351557
114_231,2015,3,50.5982275950731
114_231,2017,3,116.16450496839354
114_404,2000,3,-40.47697091577749
114_404,2005,3,-28.698307030970057
114_404,2010,3,63.07758608196158
114_404,2015,3,195.95852269313662
114_404,2017,3,194.55791023663662
114_706,2000,3,-48.72016435899533
114_706,2005,3,-4.862123279915698
114_706,2010,3,4.862123279915698
114_706,2015,3,33.83025949436148
114_706,2017,3,92.35930810795277
115_231,2000,3,-20.431070077718623
115_231,2005,3,-4.395456576173233
115_231,2010,3,8.210856074504237
115_231,2015,3,31.76360419223964
115_231,2017,3,43.70912909676438
115_232,2000,3,-6.110247323581527
115_232,2005,3,-0.7147490035129731
115_232,2010,3,0.7872111759931537
115_232,2015,3,42.94120315931569
115_232,2017,3,43.221296456645135
115_262,2000,3,-25.543750692944904
115_262,2005,3,-16.108474009789827
115_262,2010,3,2.5757460154774243
115_262,2015,3,147.11001966402463
115_262,2017,3,157.11285595768513
115_404,2000,3,-7.531594741581282
115_404,2005,3,-11.766604046111139
115_404,2010,3,0.5211226256485156
115_404,2015,3,1.609729122021919
115_404,2017,3,12.140298921147604
115_706,2000,3,-2.630271521089764
115_706,2005,3,-15.789570495009528
115_706,2010,3,-15.788113647146767
115_706,2015,3,31.5822562239011
115_706,2017,3,34.216075964213005
115_728,2000,3,-60.01633246967253
