id_bgl,basin_level,start_year,t_score,p_t,u_score,p_u,baseline_median,delta,u_sign
1110110_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110120_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110130_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110140_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110151_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110152_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110153_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110154_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110155_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110156_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110157_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110158_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110159_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110160_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110170_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110180_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110190_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110201_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110201_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110202_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110202_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110203_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110204_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110205_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110206_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110206_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110207_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110208_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110209_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110209_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110300_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110300_818,7,2017,,,50.0,1.0,0.0,0.0,0
1110411_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110412_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110413_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110414_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110415_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110416_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110417_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110418_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110419_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110420_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110430_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110440_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110450_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110460_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110470_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110480_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110490_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110501_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110502_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110503_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110504_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110505_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110506_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110507_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110508_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110509_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110600_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110701_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110702_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110703_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110704_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110705_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110706_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110707_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110708_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110709_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110810_232,7,2017,,,50.0,1.0,0.0,0.0,0
1110810_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110821_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110822_232,7,2017,,,50.0,1.0,0.0,0.0,0
1110822_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110823_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110824_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110825_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110826_232,7,2017,,,50.0,1.0,0.0,0.0,0
1110826_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110827_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110828_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110829_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110830_232,7,2017,,,50.0,1.0,0.0,0.0,0
1110830_729,7,2017,,,50.0,1.0,0.0,0.0,0
1110841_232,7,2017,,,50.0,1.0,0.0,0.0,0
1110842_232,7,2017,,,50.0,1.0,0.0,0.0,0
1110842_729,7,2017,,,50.0,1.0,0.0,0.0,0
