id_bgl,basin_level,start_year,t_score,p_t,u_score,p_u,baseline_median,delta
111_232,3,2000,-2.818733153588561,0.01096566378390099,34.5,0.30461880966392085,0.469616144720931,-0.3676327904358838
111_232,3,2005,-2.825546124166687,0.010802207206661647,25.0,0.09448826131903607,0.469616144720931,-0.9190902370020076
111_232,3,2010,-0.542281181156781,0.5990498581822583,53.0,0.8645139930906288,0.469616144720931,0.0
111_232,3,2015,3.3074142981226733,0.012697164394014917,87.5,0.011704264901870116,0.469616144720931,6909.649396688797
111_232,3,2017,8.649433637871264,2.381394108756257e-08,89.5,0.007903211515051732,0.469616144720931,6909.649396688797
111_729,3,2000,,,50.0,1.0,0.0,0.0
111_729,3,2005,,,50.0,1.0,0.0,0.0
111_729,3,2010,,,50.0,1.0,0.0,0.0
111_729,3,2015,,,50.0,1.0,0.0,0.0
111_729,3,2017,,,50.0,1.0,0.0,0.0
111_818,3,2000,,,50.0,1.0,0.0,0.0
111_818,3,2005,,,50.0,1.0,0.0,0.0
111_818,3,2010,,,50.0,1.0,0.0,0.0
111_818,3,2015,,,50.0,1.0,0.0,0.0
111_818,3,2017,,,50.0,1.0,0.0,0.0
112_231,3,2000,,,50.0,1.0,0.0,0.0
112_231,3,2005,,,50.0,1.0,0.0,0.0
112_231,3,2010,,,50.0,1.0,0.0,0.0
112_231,3,2015,,,50.0,1.0,0.0,0.0
112_231,3,2017,,,50.0,1.0,0.0,0.0
112_232,3,2000,,,50.0,1.0,0.0,0.0
112_232,3,2005,,,50.0,1.0,0.0,0.0
112_232,3,2010,,,50.0,1.0,0.0,0.0
112_232,3,2015,,,50.0,1.0,0.0,0.0
112_232,3,2017,,,50.0,1.0,0.0,0.0
112_262,3,2000,,,50.0,1.0,0.0,0.0
112_262,3,2005,,,50.0,1.0,0.0,0.0
112_262,3,2010,,,50.0,1.0,0.0,0.0
112_262,3,2015,,,50.0,1.0,0.0,0.0
112_262,3,2017,,,50.0,1.0,0.0,0.0
112_706,3,2000,,,50.0,1.0,0.0,0.0
112_706,3,2005,,,50.0,1.0,0.0,0.0
