id_bgl,basin_level,start_year,t_score,p_t,u_score,mean,std,alpha,thd_low,thd_high,baseline_median,delta,p_u,p_thd,decision
4,0,2017,0.2387494798192228,0.8208993766185331,57.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,52.6264082018666,4.361057737181255,0.6341948173294822,0.025,0
8,0,2017,2.0015675031863966,0.0954021075876798,80.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,75.25557395349381,9.631405507168523,0.0414225387933013,0.025,0
12,0,2017,0.6946908482634858,0.5019793121095808,49.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,235.0181588518465,-0.1537573672429731,1.0,0.025,0
16,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
20,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
24,0,2017,1.512322084157622,0.2014781237778216,73.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,291.7615474809995,11.814665796743933,0.1179480673610386,0.025,0
28,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
31,0,2017,-3.381340595745705,0.0132434229649234,13.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,590.1016544126401,-7.681550787659355,0.0143998647267011,0.025,-1
32,0,2017,-0.9732333093462026,0.3791769118731855,39.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,3263.5614401030098,0.1200711758322659,0.4966573865420429,0.025,0
36,0,2017,-0.7126947091164368,0.5042019501661255,41.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,3232.4311662662403,-0.6902116492423657,0.5865744278376042,0.025,0
40,0,2017,0.3723448845492895,0.7134024273355564,36.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,56.3947511126171,-0.1159267423915937,0.3768657114368939,0.025,0
44,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
48,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
50,0,2017,0.6124703817693044,0.5657452673471198,61.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,214.7141111810895,0.9709429358651838,0.4546204062737812,0.025,0
51,0,2017,-4.053323810765403,0.0017650296721632,13.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,17.9042512830019,-17.037547970929456,0.0143998647267011,0.025,-1
52,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
56,0,2017,0.570493608431155,0.5892988473424934,62.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,7.6401764315448,2.2169804423551964,0.4146659024229229,0.025,0
60,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
64,0,2017,4.451603401263054,0.0002042170398823,86.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.075855217030039,31.57862422231131,0.0143998647267011,0.025,1
68,0,2017,-0.7929520577497875,0.4555136771113522,35.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,16.86781959538345,-10.51694717466015,0.3412684763150512,0.025,0
70,0,2017,-1.5942979399415187,0.1717262483331909,24.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,100.869248530434,-3.252612948502226,0.0892445471085907,0.025,0
72,0,2017,6.992170804477372,4.575205745555598e-07,91.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,46.209516997495655,93.77636279060744,0.0053196860629577,0.025,1
76,0,2017,-0.7044879749417101,0.4886467729802501,40.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,24490.2335416972,-1.6519006235702116,0.5406815690956761,0.025,0
84,0,2017,3.093077486478817,0.0055312094582641,84.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,3.76652143415413,18.226592627546616,0.0205778505245621,0.025,1
90,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
92,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
96,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
100,0,2017,-2.266390046863218,0.0675948856319238,20.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,258.399509295946,-6.965333733470979,0.0486896107022692,0.025,0
104,0,2017,2.170599925851218,0.0509611657127052,69.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,534.423418021641,11.853248431726056,0.1965160943128864,0.025,0
108,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
112,0,2017,0.1322826482568034,0.8969176721079564,47.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,49.610515920504696,-0.0251973821484229,0.8918594638362826,0.025,0
116,0,2017,2.598565517930515,0.0563485265873142,95.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,28.94538320222555,501.1204841875156,0.0022214145869887,0.025,1
120,0,2017,5.691955443927716,0.0003699566958557,94.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,817.785352907687,14.142091481831178,0.0027812249343891,0.025,1
124,0,2017,5.155897849726385,3.660588829556527e-05,88.5,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,89471.0249006809,0.7174547332393528,0.009792195870725,0.025,0
132,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
136,0,2017,,,50.0,0.2194801005543315,5.016068843874664,1,-4.796588743320332,5.235548944428996,0.0,0.0,1.0,0.025,-99
