basin_level,mean,std
0,0.28744064653333856,9.613690077492567
3,-0.0908851308981974,11.575221099151063
4,-0.5563623418553199,13.790457991553652
5,-0.6518653423220359,13.814474009536747
6,-0.7260251830075932,14.464031205533256
7,-0.8942336027190761,15.189408032057365
8,-1.0397403859577907,15.126803239176656
