basin_level,mean,std
0,1.5639530550344742,11.307839027663684
3,0.7924132269056863,10.499477171995089
4,0.39235349813808595,8.323145572027785
5,0.23322794669020824,6.07922859571034
6,0.06560574036547477,4.140773644198231
7,0.0075473205638847875,1.9721412165540186
8,-0.0013235921465128316,0.43498900189524076
