id_bgl,basin_level,start_year,t_score,u_score,p_t,p_u,sign_diff,delta
111_232,3,2017,1.646490267162769,80.5,0.1158003517695923,0.04142253879330133,1.0,1133.756387603068
111_729,3,2017,,50.0,,1.0,,0.0
111_818,3,2017,,50.0,,1.0,,0.0
112_231,3,2017,,50.0,,1.0,,0.0
112_232,3,2017,,50.0,,1.0,,0.0
112_262,3,2017,,50.0,,1.0,,0.0
112_706,3,2017,,50.0,,1.0,,0.0
113_887,3,2017,,50.0,,1.0,,0.0
114_231,3,2017,0.2108809899519337,52.5,0.8391332467665273,0.8918594638362826,1.0,7.460625300027554
114_404,3,2017,,50.0,,1.0,,0.0
114_706,3,2017,,50.0,,1.0,,0.0
115_231,3,2017,1.7126386647754455,70.5,0.10469610526291707,0.17398281795260206,1.0,51.008518563086604
115_232,3,2017,,50.0,,1.0,,0.0
115_262,3,2017,,50.0,,1.0,,0.0
115_404,3,2017,0.6649939102551233,62.5,0.5359683273381884,0.4146659024229229,1.0,16.689433914215964
115_706,3,2017,,50.0,,1.0,,0.0
115_728,3,2017,,50.0,,1.0,,0.0
115_800,3,2017,,50.0,,1.0,,0.0
115_834,3,2017,,50.0,,1.0,,0.0
116_834,3,2017,,50.0,,1.0,,0.0
116_894,3,2017,,50.0,,1.0,,0.0
117_404,3,2017,1.2013323953158697,66.5,0.28166380962406606,0.27676572286017653,1.0,36.78081473855207
117_454,3,2017,,50.0,,1.0,,0.0
117_508,3,2017,1.9182654708607887,75.5,0.10584682601775576,0.08924454710859073,1.0,57.802957090683506
117_706,3,2017,,50.0,,1.0,,0.0
117_834,3,2017,0.4440325795292701,58.5,0.6741515071571234,0.5865744278376042,1.0,14.05100521006081
121_508,3,2017,,50.0,,1.0,,0.0
122_180,3,2017,,50.0,,1.0,,0.0
122_24,3,2017,,50.0,,1.0,,0.0
122_454,3,2017,,50.0,,1.0,,0.0
122_508,3,2017,1.5123484710401298,81.5,0.14422456515152926,0.035095797419284286,1.0,25.807549423475486
122_516,3,2017,,50.0,,1.0,,0.0
122_716,3,2017,3.034959430693625,85.5,0.018704072350946885,0.017352389190761427,1.0,30.78290661583199
122_72,3,2017,,50.0,,1.0,,0.0
122_834,3,2017,,50.0,,1.0,,0.0
122_894,3,2017,4.582875276863072,86.5,0.00034308601987574004,0.014399864726701132,1.0,51.26903389652709
123_508,3,2017,4.321832853577458,88.5,0.002005102394239251,0.00979219587072503,1.0,291.58888166795396
123_716,3,2017,3.039772581455585,88.5,0.022798529929909533,0.00979219587072503,1.0,145.00095080242403
124_508,3,2017,-0.7519881386193381,58.5,0.45974812947091637,0.5865744278376042,1.0,22.40799958861242
124_710,3,2017,1.816187680956177,71.5,0.09737778514745578,0.1534378834105726,1.0,17.420283371129862
124_716,3,2017,2.8809465366452454,79.5,0.01577176609050981,0.048689610702269216,1.0,15.715120607671526
124_72,3,2017,4.047125528789756,83.5,0.0005627675200863474,0.02488372328270136,1.0,70.09291482517493
125_426,3,2017,,50.0,,1.0,,0.0
125_508,3,2017,-0.726582862188427,38.5,0.4849419254395395,0.4546204062737812,-1.0,-7.015851497276531
125_710,3,2017,0.9607631229342761,65.5,0.36832235160392135,0.307900293130149,1.0,4.23918484747573
125_748,3,2017,1.1439880975717795,66.5,0.2862860498498128,0.27676572286017653,1.0,17.02722499663785
126_710,3,2017,0.16545153713865093,54.5,0.8743079479919788,0.7856962962493347,1.0,0.00027029362388520067
127_426,3,2017,2.834702366898806,84.5,0.023478938063145535,0.020822974945909827,1.0,54.73652479263057
127_516,3,2017,1.6693067941788813,76.5,0.1527702818669028,0.0771659313616824,1.0,25.144716116779687
127_710,3,2017,1.596849652142465,70.5,0.15985699344178955,0.17398281795260206,1.0,46.42940472227616
127_72,3,2017,,50.0,,1.0,,0.0
128_516,3,2017,1.617932059010061,81.5,0.17642792505604268,0.035095797419284286,1.0,45.24911514216636
129_24,3,2017,,50.0,,1.0,,0.0
129_516,3,2017,1.902139690201983,80.5,0.1096383199178883,0.04142253879330133,1.0,30.680330069822183
129_716,3,2017,-1.6014232336360041,33.5,0.14556192338869361,0.27676572286017653,-1.0,-54.49990191329849
129_72,3,2017,3.0474470577454755,93.5,0.025422783734006627,0.003467193190765815,1.0,258.3815360656779
131_24,3,2017,4.547490272904956,88.5,0.0011958052677458857,0.00979219587072503,1.0,111.67932646647441
131_516,3,2017,-1.169484301701253,57.0,0.30132581847698037,0.6239185944721397,1.0,3.1120138668255133
132_108,3,2017,,50.0,,1.0,,0.0
132_120,3,2017,,50.0,,1.0,,0.0
132_140,3,2017,,50.0,,1.0,,0.0
132_178,3,2017,1.5406730013662284,61.5,0.13731531273778574,0.4546204062737812,1.0,97.24546093082577
132_180,3,2017,2.156884865337808,79.5,0.06336401043778175,0.048689610702269216,1.0,38.44489336775065
132_24,3,2017,4.711691252322967,93.5,0.0028736948116313537,0.0034609301161331366,1.0,420.33730809412805
132_266,3,2017,,50.0,,1.0,,0.0
132_454,3,2017,,50.0,,1.0,,0.0
132_646,3,2017,3.328154074982376,79.5,0.006528087201832015,0.048689610702269216,1.0,49.74468647183545
132_728,3,2017,,50.0,,1.0,,0.0
132_729,3,2017,,50.0,,1.0,,0.0
132_800,3,2017,,50.0,,1.0,,0.0
132_834,3,2017,,50.0,,1.0,,0.0
132_894,3,2017,3.5641289205119113,83.5,0.004457173740262275,0.02488372328270136,1.0,246.70275092084606
133_120,3,2017,5.944487843837319,87.5,9.035168328101457e-06,0.011899644584157432,1.0,47.78412089696574
133_140,3,2017,,50.0,,1.0,,0.0
133_178,3,2017,,50.0,,1.0,,0.0
133_180,3,2017,,50.0,,1.0,,0.0
133_226,3,2017,,50.0,,1.0,,0.0
133_24,3,2017,,50.0,,1.0,,0.0
133_266,3,2017,4.730848187455255,78.5,9.105552932993455e-05,0.05699830641051993,1.0,708.1655727372099
133_566,3,2017,-0.03925599538911211,44.5,0.9697207629622877,0.7339474627492532,-1.0,-29.39740400210345
134_226,3,2017,,50.0,,1.0,,0.0
134_678,3,2017,,50.0,,1.0,,0.0
141_566,3,2017,,50.0,,1.0,,0.0
142_12,3,2017,,50.0,,1.0,,0.0
142_120,3,2017,0.7664055900907579,67.5,0.48068022608765415,0.24784912392821346,1.0,20.50625996584748
142_148,3,2017,,50.0,,1.0,,0.0
142_204,3,2017,,50.0,,1.0,,0.0
142_324,3,2017,-2.031715691611876,30.5,0.060471020430793485,0.1965160943128864,-1.0,-15.836429872933675
142_384,3,2017,2.4907623645640617,88.5,0.05329700109221122,0.00979219587072503,1.0,18.142452425731932
142_466,3,2017,-4.921479790866138,11.5,0.00021325310765957643,0.00979219587072503,-1.0,-10.68473764222972
142_478,3,2017,,50.0,,1.0,,0.0
142_562,3,2017,,50.0,,1.0,,0.0
142_566,3,2017,-3.3302115873807256,17.5,0.0037312291570877915,0.029613094352645416,-1.0,-7.150217505168078
142_694,3,2017,,50.0,,1.0,,0.0
142_854,3,2017,0.6011947213200501,55.5,0.555773720461403,0.7339474627492532,-1.0,-0.17939818527393078
143_204,3,2017,2.2980184164540214,70.5,0.035442755551286995,0.17398281795260206,1.0,8.738414164533713
143_288,3,2017,2.123702389219477,74.5,0.049162786767801815,0.10280164223951978,1.0,31.800260389552466
143_566,3,2017,4.7116269006244496,87.5,0.00011321056263870335,0.011899644584157432,1.0,23.7436898836163
143_768,3,2017,0.319466082416711,50.5,0.7560147355474636,1.0,1.0,2.283377715692927
144_204,3,2017,,50.0,,1.0,,0.0
