id_bgl,basin_level,start_year,t_score,p_t,u_score,mean,std,alpha,thd_low,thd_high,baseline_median,delta,p_u,p_thd,decision
111_232,3,2000,-0.9824646307658824,0.3492198558124182,38.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,78.68615940698484,-3.097865446777444,0.4544466217384099,0.025,0
111_232,3,2005,-1.3326110377546585,0.2161265316111769,33.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,78.68615940698484,-7.667534708752112,0.2765806978220734,0.025,0
111_232,3,2010,-0.0388095753130262,0.9705739851441322,51.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,78.68615940698484,-5.863431168465034,0.9457840102873424,0.025,0
111_232,3,2015,3.3011690814371457,0.0034850187100508,76.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,78.68615940698484,27.89740598197497,0.0770520366188476,0.025,0
111_232,3,2017,3.6294280752785593,0.0020424260706894,81.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,78.68615940698484,35.606990172325084,0.0350957974192842,0.025,0
111_729,3,2000,-2.835227632544553,0.0120946213856781,25.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,114.1736191900315,-16.831995795071045,0.1026691721573245,0.025,0
111_729,3,2005,-1.3859981682070652,0.1995037585239744,36.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,114.1736191900315,-5.827654092827441,0.3766818963307193,0.025,0
111_729,3,2010,0.2667823239370191,0.7960654484186596,52.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,114.1736191900315,17.172519864203746,0.891818055418289,0.025,0
111_729,3,2015,3.6493425462277114,0.0040198880763495,85.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,114.1736191900315,45.73682386971261,0.0173092836723952,0.025,1
111_729,3,2017,4.192404715139038,0.0052359326868776,92.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,114.1736191900315,79.14082919131701,0.0043038765583129,0.025,1
111_818,3,2000,0.8027945016068014,0.4525017815833589,61.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,38.722161388657,8.11639006285515,0.4544466217384099,0.025,0
111_818,3,2005,-0.240739075338365,0.8195044373015152,48.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,38.722161388657,4.762715452986793,0.9457840102873424,0.025,0
111_818,3,2010,-0.2762125037876428,0.7911614813507344,44.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,38.722161388657,-6.880473023550665,0.7338488462374848,0.025,0
111_818,3,2015,-0.3599909767202389,0.7233237007084009,45.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,38.722161388657,-1.800386270199246,0.7856157447765455,0.025,0
111_818,3,2017,0.866304684201186,0.4231458139853092,63.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,38.722161388657,-1.800386270199246,0.3768657114368939,0.025,0
112_231,3,2000,-2.899571387335898,0.0085770370881745,27.5,5.458066185220203,23.90050900231864,1.5,-30.392697318257753,41.30882968869816,7.38945710151582,-34.94746306524498,0.1346419596738521,0.025,0
