,num_neg,num_pos,num_total,percent_neg (%),percent_pos (%)
2000,422.0,210.0,19163,2.2021604132964567,1.0958618170432606
2005,56.0,33.0,19163,0.2922298178782028,0.17220685696394092
2010,75.0,56.0,19163,0.39137922037259304,0.2922298178782028
2015,456.0,951.0,19163,2.3795856598653655,4.962688514324479
2017,471.0,1389.0,19163,2.457861503939884,7.248343161300423
