id_bgl,basin_level,start_year,t_score,p_t,u_score,p_u,baseline_median,delta,mean,std,thd_low,thd_high,alpha,p_thd,decision
481_156,3,2017,5.046825899298124,0.0001597437916068,85.5,0.0173523891907614,82.81113612260134,49.664513680765474,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
482_1013,3,2017,5.741816060577685,6.401531426720041e-05,92.5,0.0043038765583129,55.014418500902,104.46927851626876,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
482_1052,3,2017,6.4469452625578825,4.468109951176324e-06,93.5,0.0034671931907658,4.075677289965665,57.12396803993131,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
482_156,3,2017,3.4929069856255026,0.0062124555702749,85.5,0.0173523891907614,4207.168488554455,45.06992572012969,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
482_398,3,2017,-1.8311038136792213,0.0828138425845099,42.5,0.3985399075343731,0.0,0.0,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,-99
482_417,3,2017,7.53992455469346,2.6311948999075495e-07,95.5,0.0022214145869887,41.5784830524828,100.99308155919522,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
482_762,3,2017,5.803016049351625,0.0001914124123134,94.5,0.0027812249343891,5.10769558022707,101.31713257562365,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
483_156,3,2017,6.006974053705209,1.0447972522056826e-05,91.5,0.0053196860629577,2554.40917900338,42.103672106948565,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
491_156,3,2017,6.657546945094267,7.513645233209501e-06,92.5,0.0043038765583129,1643.436315641105,82.06705732811245,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
492_156,3,2017,6.290195811254603,2.1891714636739715e-06,88.5,0.009792195870725,1110.35992700798,73.28361990214928,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
511_360,3,2017,5.483545235477923,1.6521841899433845e-05,85.5,0.0173523891907614,1963.10970536437,33.847429891687085,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,0
512_360,3,2017,4.77150949302074,9.024462559533392e-05,84.5,0.0208229749459098,12.28399531947515,47.55813653710151,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
513_360,3,2017,3.715113447808771,0.0064651727300537,88.5,0.009792195870725,25.366399426099647,66.31934411820598,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,1
514_360,3,2017,3.920469310922648,0.0008532866767718,81.5,0.0350957974192842,108.175588907023,31.59948984411194,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,0
515_360,3,2017,4.821490658279631,0.000602801988968,92.5,0.0043038765583129,1597.053954273555,24.31538265473334,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,0
516_360,3,2017,4.549159724948861,0.0012161717006168,93.5,0.0034671931907658,105.7850816037425,12.213934623145754,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,0
517_360,3,2017,0.002511700136471,0.998029850345498,64.5,0.3412684763150512,54.03901812613875,25.56982989042452,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,0
517_626,3,2017,0.0549079303286268,0.957421359813478,51.5,0.9458048585528952,59.41458610580565,4.3814845690315645,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,0
521_360,3,2017,5.543211333872836,1.2689043726154845e-05,87.5,0.0118996445841574,2713.00952602408,36.85547139233433,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,0
521_458,3,2017,4.4921114119900745,0.0002455511548669,86.5,0.0143998647267011,296.7579233210375,27.58992980610479,5.436172554749353,23.87060550287677,-30.3697356995658,41.24208080906451,1.5,0.025,0
