id_bgl,basin_level,start_year,t_score,p_t,u_score,p_u,baseline_median,delta,u_sign
111011_818,6,2017,4.2289717509779585,0.005776551313489266,92.5,0.004303876558312955,0.471978977637128,149.02463659369408,1
111012_818,6,2017,2.23890851498033,0.08129214804707444,86.5,0.014399864726701132,0.223332194743025,303.61233701784374,1
111013_818,6,2017,2.604840555997507,0.04524991215464326,83.5,0.02488372328270136,0.221865275285581,182.87962272700483,1
111014_818,6,2017,1.6051445418338652,0.18363140121136423,73.5,0.11794806736103866,0.054165419889614,75.19682159385836,1
111015_818,6,2017,-0.49613745796513387,0.6276134336800703,35.5,0.3412684763150512,18.9917959087404,-2.3110097051855814,-1
111016_818,6,2017,1.957017436701703,0.12130230992351465,90.5,0.006250476096315657,0.0112463388941251,342.89085307050584,-99
111017_818,6,2017,1.6906140150183333,0.14482037037905798,68.5,0.2211162550702167,4.212538623805026,9.14785563688203,1
111018_818,6,2017,2.330499748582479,0.07904942400734326,92.5,0.003765985602545175,0.0167605433373383,115.5428125280037,-99
111019_818,6,2017,-3.8128658301677247,0.000896871404217576,17.5,0.029613094352645416,14.4108458957695,-9.362173833820423,-1
111020_729,6,2017,3.3912800455713517,0.023185093506257397,93.0,0.0014561923082863123,0.0024805713328532,7800.777266783362,-99
111020_818,6,2017,3.504345371258627,0.020132325805348864,94.5,0.0026519838937703938,0.0658565357443877,136.20890066456664,1
111030_729,6,2017,-0.26947355106478504,0.7911558285826603,48.5,0.9458048585528951,10.88964728868485,-0.06867646621184967,-1
111030_818,6,2017,,,50.0,1.0,0.0,0.0,-99
111041_729,6,2017,2.1810424721946724,0.09392012987685383,93.5,0.0034609301161331366,0.12879058838007001,180.15500719471237,1
111042_729,6,2017,5.889535156666335,0.00019224754246135062,95.5,0.0022214145869887034,0.055940852500498295,147.74964184501295,1
111043_729,6,2017,2.629935826379856,0.05608929388728261,92.5,0.0009999701264438259,0.0,16723.34736213,-99
111044_729,6,2017,4.201620998129651,0.007841232681642114,94.5,0.0027707477988951233,0.0397369567945134,163.25262372657824,1
111045_729,6,2017,3.3825623959432036,0.02331837256748706,94.0,0.002621454234616499,0.0041902128141373,459.2210591175129,-99
111046_729,6,2017,,,50.0,1.0,0.0,0.0,-99
111047_729,6,2017,7.54983443527075,3.91821108547284e-07,87.5,0.0030763904234761153,0.0,8403.368410653999,-99
111048_729,6,2017,2.4532936142880906,0.06877291359450974,94.5,0.0006934628404899438,0.0,117871.987749822,-99
111049_729,6,2017,3.4565257794373627,0.02135416410973049,93.5,0.0008764789294643026,0.0,75681.07510451198,-99
111050_729,6,2017,2.8581961012750967,0.0360391084744277,89.5,0.008024002332133759,7.59417399085691,40.92070930606644,1
111060_729,6,2017,4.994672938403514,0.00024524906783346254,86.5,0.01285744713277592,0.0130546618424192,16462.25271477839,-99
111070_729,6,2017,4.827763624755504,0.0012411111761392174,95.5,0.0022214145869887034,74.56408227654126,40.895993060172245,1
111081_232,6,2017,1.2910028302126517,0.2662619964228216,70.0,0.0048840630105475985,0.0,0.0,-99
111081_729,6,2017,2.51583434089314,0.061478109090279925,88.5,0.00979219587072503,0.31060707720028546,519.9346267349819,1
111082_232,6,2017,,,50.0,1.0,0.0,0.0,-99
111082_729,6,2017,1.2733906138651294,0.2522093181518192,80.5,0.04142253879330133,0.9188041616235765,1603.4858320332485,1
111083_232,6,2017,2.063430201776168,0.1069998548492438,93.0,0.0035840835547657347,0.0076948779751546,454.96424429366556,-99
111083_729,6,2017,1.2370865378374725,0.2837173213798751,92.5,0.0010029642955091205,0.0,8541.750721633,-99
111084_232,6,2017,5.39382668876218,0.00015364968889080806,92.5,0.004303876558312955,2.246992629457965,28.13353259328311,1
111084_729,6,2017,,,50.0,1.0,0.0,0.0,-99
111085_232,6,2017,3.829311277122447,0.012454849054303328,93.5,0.0029643406853018008,0.0119951639208011,1128.0943531099051,-99
111085_729,6,2017,2.726679777439158,0.03549294195465723,80.0,0.01319376834132376,0.0,8579.674758948,-99
111086_232,6,2017,1.4161647446010364,0.22297251901972417,69.5,0.14357120081959063,0.0017230861121788,0.0,-99
111087_232,6,2017,4.095563690589866,0.006341111605803215,91.5,0.005319686062957794,0.14440921825007552,668.2740584727475,1
111088_232,6,2017,2.179168992521753,0.040005065814499724,69.5,0.19642991889590788,0.034115530317649204,24.04286981658221,1
111089_232,6,2017,4.71673318495091,0.0006121728489270954,87.5,0.011899644584157432,0.169619723310461,53.17241834276435,1
111090_232,6,2017,1.4999998000260737,0.20800004914559775,70.0,0.0048840630105475985,0.0,0.0,-99
111091_729,6,2017,2.7394286972637025,0.04621597976173711,89.5,0.008024002332133759,0.626366580159212,197.80698916271834,1
111092_729,6,2017,2.0926730408582443,0.10393707330122924,94.5,0.002781224934389138,0.0589119098886537,1075.1126367945888,1
111093_232,6,2017,2.54487854147963,0.05704574183171048,91.5,0.005319686062957794,3.07168529527216,31.786116764514265,1
111093_729,6,2017,3.59974875487847,0.014136651885483988,91.5,0.005319686062957794,20.937310516249,157.59785848953464,1
111094_232,6,2017,4.31634333882173,0.001649325081901329,88.5,0.008042815880731805,0.0008603300666436,2666.0518894747556,-99
111095_232,6,2017,3.6773415207408693,0.003939546763182163,84.5,0.020822974945909827,1.1795228215303115,65.39835362592198,1
111096_232,6,2017,2.6300813322738446,0.05554759971973064,95.5,0.0022170503984282265,0.026723527844296747,1383.750512082071,1
111097_232,6,2017,4.675515394704302,0.0011954348977636137,91.5,0.005319686062957794,1.7806863163732598,460.82030188652413,1
111098_232,6,2017,5.005197950997075,0.0009901630593455789,91.5,0.005319686062957794,0.243674838973675,136.09383358363573,1
111099_232,6,2017,2.3847976217421927,0.026202772278320855,73.5,0.11794806736103866,70.7893487478901,22.033227306787378,1
112011_706,6,2017,1.0893575166945537,0.3300633052230011,61.5,0.4546204062737812,1.2945183909614602,-5.421644972612248,-1
112012_231,6,2017,-1.1803369254078055,0.2499841104011283,69.5,0.1770201062803769,0.0,70850.868360139,-99
